,Incident Date,County,State,Zipcode,Latitude,Longitude,# Killed,# Injured,State FIPS,County FIPS
704,2016-09-18,Philadelphia,Pennsylvania,19134,39.95,-75.16,0,4,42,101
705,2016-09-18,Allegheny,Pennsylvania,15212,40.43,-79.97,0,4,42,003
706,2016-09-18,Lynchburg City,Virginia,24504,37.4,-79.19,1,3,51,680
707,2016-09-17,Miami-Dade,Florida,33177,25.77,-80.2,0,6,12,086
708,2016-09-17,Orange,Florida,32805,28.5,-81.37,1,6,12,095
709,2016-09-17,Marion,Indiana,46260,39.77,-86.14,2,2,18,097
710,2016-09-17,District Of Columbia,District of Columbia,20020,38.89,-77.03,2,7,,
711,2016-09-16,Los Angeles,California,90004,34.07,-118.31,2,2,06,037
712,2016-09-16,Philadelphia,Pennsylvania,19139,39.95,-75.16,2,5,42,101
713,2016-09-14,Harris,Texas,77396,29.99,-95.26,1,3,48,201
714,2016-09-13,Allen,Indiana,46803,41.07,-85.13,3,2,18,003
715,2016-09-11,Allen,Indiana,46806,41.07,-85.13,3,1,18,003
716,2016-09-11,Orleans Parish,Louisiana,70125,30.06,-89.93,1,5,22,071
717,2016-09-11,Jackson,Missouri,64111,39.09,-94.58,0,6,29,095
718,2016-09-11,Saginaw,Michigan,48604,43.41,-83.94,0,5,26,145
719,2016-09-11,Craven,North Carolina,28560,35.11,-77.07,0,5,37,049
720,2016-09-11,Hudson,New Jersey,07306,40.71,-74.06,1,3,34,017
721,2016-09-10,Miami-Dade,Florida,33142,25.77,-80.2,1,3,12,086
722,2016-09-08,Travis,Texas,78617,30.16,-97.6,4,0,48,453
723,2016-09-08,Garland,Arkansas,71913,34.5,-93.05,1,4,05,051
724,2016-09-05,Cook,Illinois,60612,41.83,-87.68,2,3,17,031
725,2016-09-05,Berks,Pennsylvania,19604,40.33,-75.92,0,4,42,011
726,2016-09-04,Roanoke City,Virginia,24012,37.27,-79.95,1,10,51,770
727,2016-09-03,New Hanover,North Carolina,28405,34.21,-77.91,1,3,37,129
728,2016-09-03,None,Illinois,NaN,41.8781136,-87.6297982,0,4,,
729,2016-08-30,Fulton,Georgia,30308,33.77,-84.37,0,4,13,121
730,2016-08-30,Cook,Illinois,60636,41.83,-87.68,0,4,17,031
731,2016-08-29,Atlantic,New Jersey,08215,39.56,-74.59,1,5,34,001
732,2016-08-28,Lubbock,Texas,79401,33.57,-101.87,0,6,48,303
733,2016-08-28,Bronx,New York,10455,40.84,-73.87,0,4,36,005
734,2016-08-28,St. Louis City,Missouri,63118,38.63,-90.24,2,2,29,189
735,2016-08-28,Tallapoosa,Alabama,36853,32.83,-85.76,0,5,01,123
736,2016-08-27,Jefferson,Alabama,35020,33.37,-86.96,1,6,01,073
737,2016-08-27,Miami-Dade,Florida,33147,25.77,-80.2,2,4,12,086
738,2016-08-25,Cumberland,New Jersey,08302,39.42,-75.22,0,5,34,011
739,2016-08-21,Suffolk,Massachusetts,02110,42.35,-71.06,0,4,25,025
740,2016-08-21,Fairfield,Connecticut,06610,41.18,-73.19,0,13,09,001
741,2016-08-20,New Haven,Connecticut,06514,41.37,-72.9,0,4,09,009
742,2016-08-20,Pierce,Washington,98402,47.26,-122.44,0,5,53,053
743,2016-08-20,Mobile,Alabama,36522,31.09,-88.24,5,0,01,097
744,2016-08-18,Washington,Connecticut,05676,44.33,-72.75,0,4,,
745,2016-08-17,None,California,NaN,37.8043637,-122.2711137,0,4,,
746,2016-08-14,Norfolk City,Virginia,23523,36.84,-76.28,0,4,51,710
747,2016-08-14,Hennepin,Minnesota,55411,44.96,-93.26,0,5,27,053
748,2016-08-13,Los Angeles,California,90043,33.98,-118.33,0,4,06,037
749,2016-08-13,Milwaukee,Wisconsin,53216,43.06,-87.96,2,2,55,079
750,2016-08-13,Queens,New York,11418,40.69,-73.83,0,4,36,081
751,2016-08-13,Jasper,Missouri,64804,37.08,-94.5,0,4,29,097
752,2016-08-12,Duval,Florida,32206,30.33,-81.65,1,3,12,031
753,2016-08-12,Dallas,Texas,75238,32.79,-96.76,1,3,48,113
754,2016-08-11,Philadelphia,Pennsylvania,19144,39.95,-75.16,0,4,42,101
755,2016-08-10,Cook,Illinois,60201,42.04,-87.68,0,4,17,031
756,2016-08-10,Sacramento,California,95823,38.47,-121.44,1,3,06,067
757,2016-08-08,Duval,Florida,32205,30.33,-81.65,0,7,12,031
758,2016-08-08,Bernalillo,New Mexico,87123,35.11,-106.62,2,2,35,001
759,2016-08-07,Los Angeles,California,90003,33.96,-118.27,1,3,06,037
760,2016-08-07,Warren,Mississippi,39183,32.32,-90.87,1,3,28,149
761,2016-08-07,Jefferson,Colorado,80002,39.82,-105.1,2,2,08,059
762,2016-08-07,Cook,Illinois,60624,41.83,-87.68,0,4,17,031
763,2016-08-06,Berks,Pennsylvania,19608,40.33,-75.92,5,0,42,011
764,2016-08-05,Oakland,Michigan,48341,42.64,-83.28,1,3,26,125
765,2016-08-05,Riverside,California,92570,33.78,-117.33,2,2,06,065
766,2016-08-04,Shelby,Tennessee,38107,35.1,-90.0,0,4,47,157
767,2016-08-03,Dekalb,Georgia,30032,33.77,-84.29,1,3,,
768,2016-08-02,Broward,Florida,33023,26.02,-80.16,0,4,12,011
769,2016-08-01,Vanderburgh,Indiana,47713,37.98,-87.54,0,4,18,163
770,2016-07-31,Miami-Dade,Florida,33189,25.77,-80.2,3,1,12,086
771,2016-07-31,Travis,Texas,78701,30.26,-97.74,1,4,48,453
772,2016-07-30,St. Louis City,Missouri,63108,38.63,-90.24,0,5,29,189
773,2016-07-30,Snohomish,Washington,98275,47.91,-122.3,3,1,53,061
774,2016-07-30,None,Georgia,NaN,31.5332762,-81.4270478,0,5,,
775,2016-07-29,Clarke,Georgia,30601,33.95,-83.39,0,7,13,059
776,2016-07-28,Chemung,New York,14901,42.08,-76.8,0,5,36,015
777,2016-07-28,None,Maryland,NaN,39.2903848,-76.6121893,0,4,,
778,2016-07-28,Cook,Illinois,60609,41.83,-87.68,2,2,17,031
779,2016-07-25,L,Florida,33901,26.63,-81.85,2,19,,
780,2016-07-24,Butler,Ohio,45013,39.39,-84.56,1,7,39,017
781,2016-07-23,Dorchester,South Carolina,29420,32.92,-80.09,0,4,45,035
782,2016-07-23,Hamilton,Ohio,45223,39.09,-84.51,2,2,39,061
783,2016-07-23,Kings,New York,11218,40.64,-73.94,0,4,36,047
784,2016-07-23,Bastrop,Texas,78602,30.11,-97.3,4,1,48,021
785,2016-07-22,Kankakee,Illinois,60901,41.11,-87.86,0,5,17,091
786,2016-07-21,Cook,Illinois,60638,41.83,-87.68,0,5,17,031
787,2016-07-20,Fresno,California,93727,36.75,-119.67,0,4,06,019
788,2016-07-19,Crittenden,Arkansas,72301,35.14,-90.18,0,4,05,035
789,2016-07-17,Harris,Texas,77016,29.76,-95.38,1,3,48,201
790,2016-07-17,Wayne,Michigan,48208,42.38,-83.1,0,4,26,163
791,2016-07-17,East Baton Rouge Parish,Louisiana,70815,30.44,-91.12,4,3,22,033
792,2016-07-16,Dallas,Texas,75217,32.79,-96.76,0,5,48,113
793,2016-07-16,Cuyahoga,Ohio,44103,41.47,-81.67,0,5,39,035
794,2016-07-16,San Bernardino,California,92405,34.14,-117.3,0,4,06,071
795,2016-07-16,Kern,California,93304,35.33,-119.02,1,14,06,029
796,2016-07-16,Montgomery,Tennessee,37040,36.56,-87.34,0,6,47,125
797,2016-07-15,Cowlitz,Washington,98674,45.94,-122.67,3,1,53,015
798,2016-07-14,Harris,Texas,77532,29.91,-95.05,3,1,48,201
799,2016-07-14,Alameda,California,94607,37.81,-122.3,0,4,06,001
800,2016-07-14,Summit,Ohio,44307,41.08,-81.52,1,3,39,153
801,2016-07-13,Houston,Georgia,31093,32.61,-83.63,0,5,13,153
802,2016-07-13,St. Louis City,Missouri,63118,38.63,-90.24,2,2,29,189
803,2016-07-11,Baltimore City,Maryland,21217,39.3,-76.61,0,5,24,510
804,2016-07-11,Jackson,Michigan,49203,42.24,-84.4,0,4,26,075
805,2016-07-11,District Of Columbia,District of Columbia,20019,38.89,-77.03,0,4,,
806,2016-07-11,Berrien,Michigan,49085,42.03,-86.45,3,2,26,021
807,2016-07-07,East Baton Rouge Parish,Louisiana,70806,30.44,-91.12,0,4,22,033
808,2016-07-07,Dallas,Texas,75202,32.79,-96.76,5,9,48,113
809,2016-07-07,Sullivan,Tennessee,37620,36.56,-82.19,1,4,47,163
810,2016-07-05,Los Angeles,California,90011,34.0,-118.25,0,4,06,037
811,2016-07-04,Kings,New York,11233,40.64,-73.94,0,7,36,047
812,2016-07-04,Allegheny,Pennsylvania,15222,40.43,-79.97,0,4,42,003
813,2016-07-04,Cook,Illinois,60636,41.83,-87.68,0,4,17,031
814,2016-07-04,Cuyahoga,Ohio,44102,41.47,-81.67,0,4,39,035
815,2016-07-04,Harris,Texas,77019,29.76,-95.38,3,2,48,201
816,2016-07-04,Maricopa,Arizona,85041,33.38,-112.11,2,6,04,013
817,2016-07-03,Ouachita Parish,Louisiana,71201,32.51,-92.08,2,3,22,073
818,2016-07-03,Hamilton,Tennessee,37406,35.06,-85.25,0,4,47,065
819,2016-06-30,Cook,Illinois,60643,41.83,-87.68,1,4,17,031
820,2016-06-29,Clark,Nevada,89108,36.21,-115.21,5,0,32,003
821,2016-06-28,Los Angeles,California,90061,33.92,-118.27,1,3,06,037
822,2016-06-28,Cook,Illinois,60623,41.83,-87.68,0,4,17,031
823,2016-06-27,Marion,Oregon,97071,45.13,-122.82,3,1,41,047
824,2016-06-26,None,South Carolina,NaN,34.6173803,-79.68478139999999,0,4,,
825,2016-06-26,Mecklenburg,North Carolina,28208,35.19,-80.83,0,5,37,119
826,2016-06-26,Dekalb,Georgia,30316,33.72,-84.32,1,4,,
827,2016-06-26,Harris,Texas,77081,29.76,-95.38,1,3,48,201
828,2016-06-26,Nueces,Texas,78405,27.8,-97.39,0,4,48,355
829,2016-06-25,Tarrant,Texas,76102,32.75,-97.33,2,5,48,439
830,2016-06-25,Norfolk City,Virginia,23523,36.84,-76.28,0,4,51,710
831,2016-06-25,Cook,Illinois,60643,41.83,-87.68,0,4,17,031
832,2016-06-24,Wyandotte,Kansas,66101,39.1,-94.62,0,4,20,209
833,2016-06-24,Hartford,Connecticut,06120,41.76,-72.68,0,5,09,003
834,2016-06-24,Prince George'S,Maryland,20747,38.85,-76.88,3,2,,
835,2016-06-22,None,Washington,NaN,47.0378741,-122.9006951,3,1,,
836,2016-06-22,None,Georgia,NaN,33.7956441,-84.2278796,1,4,,
837,2016-06-22,Cook,Illinois,60612,41.83,-87.68,0,4,17,031
838,2016-06-21,Burlington,New Jersey,08046,40.02,-74.88,0,4,34,005
839,2016-06-21,Jefferson,Kentucky,40208,38.22,-85.74,2,2,21,111
840,2016-06-19,Roanoke City,Virginia,24017,37.27,-79.95,0,4,51,770
841,2016-06-18,Northampton,Virginia,23350,37.53,-75.82,1,3,51,131
842,2016-06-18,Ware,Georgia,31501,31.21,-82.35,2,2,13,299
843,2016-06-18,Cook,Illinois,60649,41.83,-87.68,0,4,17,031
844,2016-06-14,New Castle,Delaware,19805,39.73,-75.53,0,4,10,003
845,2016-06-14,Alameda,California,94612,37.8,-122.27,1,3,06,001
846,2016-06-13,Fresno,California,93702,36.74,-119.75,0,4,06,019
847,2016-06-13,Kings,New York,11203,40.64,-73.94,0,5,36,047
848,2016-06-13,Cook,Illinois,60624,41.83,-87.68,0,5,17,031
849,2016-06-12,Orange,Florida,32806,28.5,-81.37,50,53,12,095
850,2016-06-11,Chaves,New Mexico,88201,33.37,-104.52,5,0,35,005
851,2016-06-11,Rice,Minnesota,55088,44.5,-93.34,0,4,27,131
852,2016-06-11,Mecklenburg,North Carolina,28262,35.19,-80.83,1,3,37,119
853,2016-06-11,San Joaquin,California,95204,37.97,-121.32,1,3,06,077
854,2016-06-11,Los Angeles,California,91402,34.22,-118.44,3,2,06,037
855,2016-06-09,Okaloosa,Florida,32547,30.42,-86.61,0,4,12,091
856,2016-06-08,District Of Columbia,District of Columbia,20001,38.89,-77.03,0,4,,
857,2016-06-08,Suffolk,Massachusetts,02135,42.35,-71.15,1,3,25,025
858,2016-06-06,Tulare,California,93277,36.29,-119.38,0,4,06,107
859,2016-06-05,Hennepin,Minnesota,55405,44.96,-93.26,0,4,27,053
860,2016-06-05,L,Florida,33914,26.63,-81.99,3,3,,
861,2016-06-05,Maricopa,Arizona,85051,33.55,-112.13,2,4,04,013
862,2016-06-05,Kings,New York,11224,40.64,-73.94,0,4,36,047
863,2016-06-04,Denver,Colorado,80207,39.76,-104.87,3,1,08,031
864,2016-05-31,Cook,Illinois,60624,41.83,-87.68,0,4,17,031
865,2016-05-31,Allen,Indiana,46815,41.07,-85.13,0,4,18,003
866,2016-05-30,Baltimore City,Maryland,21212,39.3,-76.61,0,5,24,510
867,2016-05-30,Sacramento,California,95824,38.51,-121.44,0,5,06,067
868,2016-05-29,Clark,Nevada,89101,36.17,-115.12,0,4,32,003
869,2016-05-29,Mercer,New Jersey,08618,40.22,-74.76,0,6,34,021
870,2016-05-29,Marion,Indiana,46225,39.77,-86.14,0,4,18,097
871,2016-05-29,Harris,Texas,77079,29.76,-95.38,2,6,48,201
872,2016-05-23,Essex,New Jersey,07106,40.72,-74.17,0,5,34,013
873,2016-05-22,Orleans Parish,Louisiana,70118,30.06,-89.93,0,4,22,071
874,2016-05-22,San Joaquin,California,95202,37.95,-121.28,1,3,06,077
875,2016-05-22,Davidson,Tennessee,37203,36.17,-86.78,0,4,47,037
876,2016-05-21,None,Georgia,NaN,37.0328728,-95.6316455,1,3,,
877,2016-05-18,Marion,Indiana,46218,39.77,-86.14,0,4,18,097
878,2016-05-17,Charleston,South Carolina,29470,32.77,-80.22,3,1,45,019
879,2016-05-15,Vanderburgh,Indiana,47711,37.98,-87.54,0,4,18,163
880,2016-05-15,Colquitt,Georgia,31788,31.12,-83.68,5,0,13,071
881,2016-05-14,None,Georgia,NaN,33.7489954,-84.3879824,0,5,,
882,2016-05-14,Kanawha,West Virginia,25387,38.35,-81.63,1,3,54,039
883,2016-05-11,Jefferson,Alabama,35234,33.52,-86.79,1,4,01,073
884,2016-05-11,Cook,Illinois,60619,41.83,-87.68,0,5,17,031
885,2016-05-08,Travis,Texas,78753,30.26,-97.74,1,3,48,453
886,2016-05-06,Wayne,Michigan,48205,42.38,-83.1,1,4,26,163
887,2016-05-06,Montgomery,Alabama,36104,32.35,-86.28,1,3,01,101
888,2016-05-06,Montgomery,Maryland,20817,38.98,-77.12,3,3,24,031
889,2016-05-05,Caddo Parish,Louisiana,71107,32.47,-93.79,2,6,22,017
890,2016-05-05,Miami-Dade,Florida,33125,25.77,-80.2,1,3,12,086
891,2016-05-04,Hennepin,Minnesota,55411,44.96,-93.26,1,7,27,053
892,2016-05-01,Rutherford,Tennessee,37127,35.85,-86.39,0,5,47,149
893,2016-04-29,St. Louis,Missouri,63135,38.63,-90.24,0,4,29,189
894,2016-04-29,Alameda,California,94608,37.83,-122.29,0,5,06,001
895,2016-04-27,East Baton Rouge Parish,Louisiana,70814,30.44,-91.12,2,2,22,033
896,2016-04-27,Montgomery,Mississippi,39747,33.43,-89.56,3,1,28,097
897,2016-04-26,Prince George'S,Maryland,20747,38.85,-76.88,1,4,,
898,2016-04-25,Davidson,Tennessee,37209,36.17,-86.78,0,4,47,037
899,2016-04-25,Miami-Dade,Florida,33147,25.77,-80.2,0,5,12,086
900,2016-04-24,Halifax,Virginia,24558,36.76,-78.93,0,5,51,083
901,2016-04-24,Cook,Illinois,60636,41.83,-87.68,2,3,17,031
902,2016-04-24,Denver,Colorado,80204,39.76,-104.87,0,4,08,031
903,2016-04-23,Clark,Nevada,89142,36.14,-115.03,1,3,32,003
904,2016-04-23,L,Alabama,36804,32.65,-85.37,3,1,,
905,2016-04-23,New York,New York,10030,40.71,-73.99,0,4,36,061
906,2016-04-23,Shawnee,Kansas,66609,39.03,-95.69,1,4,20,177
907,2016-04-22,Pike,Ohio,45661,39.06,-82.99,8,0,39,131
908,2016-04-22,Columbia,Georgia,30802,33.6,-82.31,6,0,13,073
909,2016-04-21,Baltimore City,Maryland,21206,39.3,-76.61,0,4,24,510
910,2016-04-19,Blount,Alabama,35031,34.08,-86.58,1,4,01,009
911,2016-04-19,Cook,Illinois,60632,41.83,-87.68,1,3,17,031
912,2016-04-19,Cook,Illinois,60620,41.83,-87.68,1,4,17,031
913,2016-04-18,Los Angeles,California,90813,33.78,-118.18,1,3,06,037
914,2016-04-17,Philadelphia,Pennsylvania,19140,39.95,-75.16,3,1,42,101
915,2016-04-17,Anderson,South Carolina,29669,34.64,-82.46,1,3,45,007
916,2016-04-17,Hidalgo,Texas,78504,26.21,-98.23,1,6,48,215
917,2016-04-16,Wayne,Michigan,48211,42.38,-83.1,1,4,26,163
918,2016-04-16,Orange,Florida,32805,28.5,-81.37,2,4,12,095
919,2016-04-16,Coffee,Alabama,36330,31.32,-85.84,0,4,01,031
920,2016-04-10,Milwaukee,Wisconsin,53218,43.06,-87.96,1,3,55,079
921,2016-04-10,Los Angeles,California,90003,33.96,-118.27,0,4,06,037
922,2016-04-09,Shelby,Tennessee,38115,35.1,-90.0,0,4,47,157
923,2016-04-09,Calhoun,Alabama,36201,33.66,-85.81,0,4,01,015
924,2016-04-09,Bernalillo,New Mexico,87106,35.11,-106.62,0,4,35,001
925,2016-04-07,Cook,Illinois,60649,41.83,-87.68,0,4,17,031
926,2016-03-31,Cook,Illinois,60636,41.83,-87.68,0,4,17,031
927,2016-03-25,Cook,Illinois,60624,41.83,-87.68,0,4,17,031
928,2016-03-25,Denver,Colorado,80230,39.76,-104.87,0,4,08,031
929,2016-03-21,Cook,Illinois,60644,41.83,-87.68,0,4,17,031
930,2016-03-19,Broward,Florida,33325,26.14,-80.13,1,4,12,011
931,2016-03-19,Elmore,Alabama,36092,32.54,-86.2,2,2,01,051
932,2016-03-15,None,Georgia,NaN,33.7489954,-84.3879824,0,5,,
933,2016-03-13,L,Florida,33907,26.63,-81.85,0,4,,
934,2016-03-12,Multnomah,Oregon,97233,45.51,-122.49,0,4,41,051
935,2016-03-12,Alameda,California,94602,37.8,-122.21,0,4,06,001
936,2016-03-11,Wayne,Michigan,48206,42.38,-83.1,2,2,26,163
937,2016-03-11,Mercer,New Jersey,08618,40.22,-74.76,0,5,34,021
938,2016-03-09,Allegheny,Pennsylvania,15221,40.43,-79.97,5,3,42,003
939,2016-03-08,Bexar,Texas,78202,29.45,-98.5,2,3,48,029
940,2016-03-07,Lafayette Parish,Louisiana,70501,30.21,-92.02,0,4,22,055
941,2016-03-07,Wyandotte,Kansas,66106,39.1,-94.62,5,0,20,209
942,2016-03-06,Suffolk,Massachusetts,02150,42.39,-71.03,1,6,25,025
943,2016-03-06,Fulton,Georgia,30075,34.03,-84.35,0,4,13,121
944,2016-03-06,Los Angeles,California,90220,33.87,-118.24,1,8,06,037
945,2016-03-05,Sedgwick,Kansas,67202,37.68,-97.34,0,4,20,173
946,2016-03-04,Franklin,Ohio,43201,39.98,-82.98,1,3,39,049
947,2016-02-28,Wayne,Michigan,48204,42.38,-83.1,0,5,26,163
948,2016-02-28,Riverside,California,91752,33.99,-117.53,1,3,06,065
949,2016-02-27,Prince William,Virginia,22192,38.63,-77.26,2,2,51,153
950,2016-02-26,Mason,Washington,98528,47.43,-122.92,5,0,53,045
951,2016-02-25,Harvey,Kansas,67062,38.13,-97.42,4,14,20,079
952,2016-02-23,Maricopa,Arizona,85304,33.59,-112.17,5,0,04,013
953,2016-02-23,Volusia,Florida,32114,29.19,-81.05,0,4,12,127
954,2016-02-21,Harris,Texas,77021,29.76,-95.38,0,5,48,201
955,2016-02-21,St. Louis,Missouri,63042,38.77,-90.35,1,3,29,189
956,2016-02-20,Hillsborough,Florida,33618,27.95,-82.48,1,3,12,057
957,2016-02-20,Kalamazoo,Michigan,49009,42.27,-85.58,6,2,26,077
958,2016-02-20,Jefferson,Alabama,35022,33.37,-86.96,1,3,01,073
959,2016-02-20,Orange,Florida,32805,28.5,-81.37,0,4,12,095
960,2016-02-20,Tishomingo,Mississippi,38852,34.8,-88.19,2,3,28,141
961,2016-02-19,Platte,Missouri,64444,39.5,-94.63,4,0,29,165
962,2016-02-19,Solano,California,94590,38.09,-122.25,1,3,06,095
963,2016-02-14,Harris,Texas,77017,29.76,-95.38,1,3,48,201
964,2016-02-14,Greene,Alabama,35462,32.84,-87.89,0,5,01,063
965,2016-02-13,Jefferson Parish,Louisiana,70072,29.88,-90.11,0,4,22,051
966,2016-02-07,Harrison,Mississippi,39571,30.31,-89.24,2,4,28,047
967,2016-02-07,Orange,Florida,32819,28.5,-81.37,2,10,12,095
968,2016-02-07,Monroe,New York,14608,43.16,-77.61,1,7,36,055
969,2016-02-07,Cook,Illinois,60621,41.83,-87.68,0,4,17,031
970,2016-02-06,Los Angeles,California,90061,33.92,-118.27,1,3,06,037
971,2016-02-06,Orange,Florida,32703,28.68,-81.51,0,4,12,095
972,2016-02-06,Hillsborough,Florida,33604,27.95,-82.48,2,6,12,057
973,2016-02-03,District Of Columbia,District of Columbia,20020,38.89,-77.03,0,4,,
974,2016-01-30,Maricopa,Arizona,85303,33.53,-112.22,3,5,04,013
975,2016-01-27,Chesapeake City,Virginia,23323,36.67,-76.3,6,0,51,550
976,2016-01-26,King,Washington,98134,47.57,-122.33,2,3,53,033
977,2016-01-25,Riverside,California,92570,33.78,-117.33,1,4,06,065
978,2016-01-23,Los Angeles,California,90003,33.96,-118.27,2,2,06,037
979,2016-01-17,Gloucester,Virginia,23061,37.43,-76.54,1,3,51,073
980,2016-01-11,New Castle,Delaware,19805,39.73,-75.53,1,4,10,003
981,2016-01-08,District Of Columbia,District of Columbia,20003,38.89,-77.03,0,4,,
982,2016-01-08,Cook,Illinois,60623,41.83,-87.68,1,4,17,031
983,2016-01-07,Shelby,Tennessee,38128,35.1,-90.0,1,3,47,157
984,2016-01-06,Polk,Florida,33801,28.04,-81.96,3,1,12,105
985,2017-12-31,Douglas,Colorado,80126,39.59,-105.01,2,6,08,035
986,2017-12-31,Cook,Illinois,60645,41.83,-87.68,0,4,17,031
987,2017-12-31,Monmouth,New Jersey,07740,40.29,-73.98,4,0,34,025
988,2017-12-27,Clark,Nevada,89110,36.17,-115.05,2,2,32,003
989,2017-12-26,Miami-Dade,Florida,33147,25.77,-80.2,0,5,12,086
990,2017-12-24,Warren,Mississippi,39183,32.32,-90.87,0,5,28,149
991,2017-12-24,Pike,Alabama,36081,31.8,-85.96,1,4,01,109
992,2017-12-23,St. Landry Parish,Louisiana,70535,30.49,-92.41,1,3,22,097
993,2017-12-23,Jefferson,Alabama,35203,33.52,-86.79,0,4,01,073
994,2017-12-21,Lafayette Parish,Louisiana,70506,30.21,-92.02,0,4,22,055
995,2017-12-21,Philadelphia,Pennsylvania,19142,39.95,-75.16,1,3,42,101
996,2017-12-16,Attala,Mississippi,39090,33.05,-89.58,0,4,28,007
997,2017-12-15,Los Angeles,California,91331,34.25,-118.41,0,5,06,037
998,2017-12-13,Franklin,Ohio,43207,39.98,-82.98,1,3,39,049
999,2017-12-12,Jefferson,Kentucky,40210,38.22,-85.74,0,4,21,111
1000,2017-12-12,Dallas,Texas,75040,32.91,-96.62,0,4,48,113
1001,2017-12-09,Suffolk,Massachusetts,02111,42.35,-71.06,0,4,25,025
1002,2017-12-06,Cook,Illinois,60640,41.83,-87.68,0,4,17,031
1003,2017-12-04,Allegheny,Pennsylvania,15206,40.43,-79.97,2,2,42,003
1004,2017-12-03,Shelby,Tennessee,38103,35.1,-90.0,1,3,47,157
1005,2017-12-02,Wayne,Michigan,48202,42.38,-83.1,0,4,26,163
1006,2017-11-30,Wayne,Michigan,48213,42.38,-83.1,1,4,26,163
1007,2017-11-24,Lincoln,Mississippi,39601,31.58,-90.44,1,6,28,085
1008,2017-11-24,Cuyahoga,Ohio,44120,41.47,-81.67,1,5,39,035
1009,2017-11-18,Hennepin,Minnesota,55412,44.96,-93.26,0,4,27,053
1010,2017-11-17,Iberia Parish,Louisiana,70560,30.0,-91.81,0,4,22,045
1011,2017-11-16,Muscogee,Georgia,31901,32.51,-84.87,0,7,13,215
1012,2017-11-14,Tehama,California,96021,39.92,-122.28,6,12,06,103
1013,2017-11-14,Contra Costa,California,94803,37.95,-122.26,2,2,06,013
1014,2017-11-12,Lake,Indiana,46403,41.59,-87.34,0,7,18,089
1015,2017-11-12,Fresno,California,93725,36.6,-119.75,0,5,06,019
1016,2017-11-12,Fulton,Georgia,30303,33.75,-84.39,2,2,13,121
1017,2017-11-11,Dallas,Texas,75215,32.79,-96.76,1,3,48,113
1018,2017-11-11,Orleans Parish,Louisiana,70117,30.06,-89.93,1,5,22,071
1019,2017-11-11,Cumberland,North Carolina,28303,35.05,-78.87,1,5,37,051
1020,2017-11-10,Montgomery,Ohio,45417,39.77,-84.19,0,4,39,113
1021,2017-11-09,Philadelphia,Pennsylvania,19145,39.95,-75.16,0,4,42,101
1022,2017-11-05,Wilson,Texas,78161,29.26,-98.06,27,20,48,493
1023,2017-11-04,Travis,Texas,78758,30.26,-97.74,0,4,48,453
1024,2017-11-04,Mahoning,Ohio,44507,41.09,-80.64,0,4,39,099
1025,2017-11-04,Los Angeles,California,90401,34.01,-118.49,1,3,06,037
1026,2017-11-03,Hennepin,Minnesota,55404,44.96,-93.26,0,4,27,053
1027,2017-11-03,Los Angeles,California,90248,33.88,-118.27,0,4,06,037
1028,2017-11-03,Erie,New York,14215,42.88,-78.85,0,4,36,029
1029,2017-11-03,St. Tammany Parish,Louisiana,70445,30.3,-89.92,1,4,22,103
1030,2017-10-29,Travis,Texas,78751,30.26,-97.74,1,3,48,453
1031,2017-10-28,Lucas,Ohio,43604,41.66,-83.58,0,4,39,095
1032,2017-10-28,Petersburg City,Virginia,23803,37.2,-77.39,1,3,51,730
1033,2017-10-27,Jefferson,Kentucky,40210,38.22,-85.74,0,6,21,111
1034,2017-10-27,San Francisco,California,94115,37.78,-122.43,0,4,06,075
1035,2017-10-23,Lake,California,95423,39.05,-122.55,2,3,06,033
1036,2017-10-22,Hartford,Connecticut,06114,41.76,-72.68,0,4,09,003
1037,2017-10-22,Chambers,Alabama,36863,32.86,-85.2,2,7,01,017
1038,2017-10-21,Duval,Florida,32218,30.33,-81.65,0,4,12,031
1039,2017-10-21,Davidson,Tennessee,37203,36.17,-86.78,0,4,47,037
1040,2017-10-21,Delaware,Pennsylvania,19013,39.84,-75.37,0,4,42,045
1041,2017-10-21,Hillsborough,Florida,33603,27.95,-82.48,0,4,12,057
1042,2017-10-18,Harford,Maryland,21040,39.42,-76.29,3,3,24,025
1043,2017-10-17,Kings,New York,11226,40.64,-73.94,0,4,36,047
1044,2017-10-16,None,Mississippi,NaN,37.09024,-95.712891,1,3,,
1045,2017-10-15,Harris,Texas,77081,29.76,-95.38,2,2,48,201
1046,2017-10-15,Maricopa,Arizona,85037,33.48,-112.25,1,3,04,013
1047,2017-10-12,Orange,California,92656,33.57,-117.72,2,2,06,059
1048,2017-10-11,Lawrence,Ohio,45659,38.66,-82.63,4,0,39,087
1049,2017-10-10,San Francisco,California,94110,37.74,-122.41,0,4,06,075
1050,2017-10-09,Harris,Texas,77021,29.76,-95.38,0,5,48,201
1051,2017-10-07,Maricopa,Arizona,85037,33.48,-112.25,0,4,04,013
1052,2017-10-06,Cook,Illinois,60620,41.83,-87.68,0,5,17,031
1053,2017-10-05,Pinal,Arizona,85122,32.91,-111.74,4,0,04,021
1054,2017-10-03,Miami-Dade,Florida,33147,25.77,-80.2,0,4,12,086
1055,2017-10-01,Douglas,Kansas,66044,38.96,-95.25,3,2,20,045
1056,2017-10-01,Clark,Nevada,89119,36.08,-115.14,59,441,32,003
