,Incident Date,State,City Or County,Address,# Killed,# Injured,ST,Zipcode,Latitude,Longitude,Population At Incident,Density,Type
777,2016-07-28,Maryland,Baltimore,NaN,0,4,MD,NaN,39.2903848,-76.6121893,NaN,,
778,2016-07-28,Illinois,Chicago,800 block of West 50th Place,2,2,IL,60609,41.83,-87.68,62250.0,8366.33,Urban
779,2016-07-25,Florida,Fort Myers,3580 Evans Ave,2,19,FL,33901,26.63,-81.85,20108.0,3041.65,Urban
780,2016-07-24,Ohio,Hamilton,1555 Main St,1,7,OH,45013,39.39,-84.56,53059.0,455.67,Rural
781,2016-07-23,South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4,SC,29420,32.92,-80.09,23772.0,1946.86,Suburban
782,2016-07-23,Ohio,Cincinnati,3400 block of Beekman St,2,2,OH,45223,39.09,-84.51,12522.0,2124.81,Suburban
783,2016-07-23,New York,Brooklyn,100 at North Seeley Avenue,0,4,NY,11218,40.64,-73.94,74831.0,52711.98,Urban
784,2016-07-23,Texas,Bastrop,202 Childers Drive,4,1,TX,78602,30.11,-97.3,27043.0,129.96,Rural
785,2016-07-22,Illinois,Kankakee,300 block of North Wildwood Avenue,0,5,IL,60901,41.11,-87.86,36150.0,388.07,Rural
786,2016-07-21,Illinois,Chicago,4400 block of South Leamington,0,5,IL,60638,41.83,-87.68,57746.0,4954.62,Urban
787,2016-07-20,California,Fresno,Hedges at Peach and Olive,0,4,CA,93727,36.75,-119.67,79314.0,2209.23,Suburban
788,2016-07-19,Arkansas,West Memphis,13th Street and Tyler Avenue,0,4,AR,72301,35.14,-90.18,25246.0,1380.12,Suburban
789,2016-07-17,Texas,Houston,6610 Tidwell,1,3,TX,77016,29.76,-95.38,27799.0,2789.56,Suburban
790,2016-07-17,Michigan,Detroit,Grand River and McGraw avenue,0,4,MI,48208,42.38,-83.1,9180.0,3236.56,Urban
791,2016-07-17,Louisiana,Baton Rouge,9611 Airline Hwy,4,3,LA,70815,30.44,-91.12,29212.0,3139.03,Urban
792,2016-07-16,Texas,Dallas,6300 block of Benavides Drive,0,5,TX,75217,32.79,-96.76,82582.0,2939.69,Suburban
793,2016-07-16,Ohio,Cleveland,5000 block of Euclid Avenue,0,5,OH,44103,41.47,-81.67,16813.0,4154.75,Urban
794,2016-07-16,California,San Bernardino,1200 block of West 25th Street,0,4,CA,92405,34.14,-117.3,29897.0,6109.39,Urban
795,2016-07-16,California,Bakersfield,621 Stephens Drive,1,14,CA,93304,35.33,-119.02,51891.0,6416.19,Urban
796,2016-07-16,Tennessee,Clarksville,1348 College Street,0,6,TN,37040,36.56,-87.34,48520.0,486.14,Rural
797,2016-07-15,Washington,Woodland,4006 NW 417th Street,3,1,WA,98674,45.94,-122.67,11776.0,145.02,Rural
798,2016-07-14,Texas,Crosby,400 block of Pecan Avenue,3,1,TX,77532,29.91,-95.05,29224.0,334.58,Rural
799,2016-07-14,California,Oakland,1600 block of 7th Street,0,4,CA,94607,37.81,-122.3,26089.0,4237.87,Urban
800,2016-07-14,Ohio,Akron,900 block of Moeller Avenue,1,3,OH,44307,41.08,-81.52,6987.0,3978.66,Urban
801,2016-07-13,Georgia,Warner Robins,105 Magnolia Avenue,0,5,GA,31093,32.61,-83.63,30742.0,1430.46,Suburban
802,2016-07-13,Missouri,Saint Louis,3000 block of Miami St,2,2,MO,63118,38.63,-90.24,28810.0,7961.84,Urban
803,2016-07-11,Maryland,Baltimore,1800 block of W. North Avenue,0,5,MD,21217,39.3,-76.61,38596.0,16030.67,Urban
804,2016-07-11,Michigan,Jackson,500 block of Summit Avenue,0,4,MI,49203,42.24,-84.4,38842.0,1457.34,Suburban
805,2016-07-11,District of Columbia,Washington,"5100 block of Call Pl., SE",0,4,DC,20019,38.89,-77.03,57962.0,8675.07,Urban
806,2016-07-11,Michigan,Saint Joseph,811 Port St,3,2,MI,49085,42.03,-86.45,23049.0,1011.52,Suburban
807,2016-07-07,Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4,LA,70806,30.44,-91.12,28211.0,3234.11,Urban
808,2016-07-07,Texas,Dallas,800 Main St,5,9,TX,75202,32.79,-96.76,2236.0,2369.84,Suburban
809,2016-07-07,Tennessee,Bristol,536 Volunteer Pkwy,1,4,TN,37620,36.56,-82.19,38043.0,306.99,Rural
810,2016-07-05,California,Los Angeles,56th Street and Naomi Avenue,0,4,CA,90011,34.0,-118.25,104762.0,24239.85,Urban
811,2016-07-04,New York,Brooklyn,419 Chauncey St,0,7,NY,11233,40.64,-73.94,72159.0,49742.58,Urban
812,2016-07-04,Pennsylvania,Pittsburgh,Seventh  Ave and Liberty Ave,0,4,PA,15222,40.43,-79.97,4196.0,4051.66,Urban
813,2016-07-04,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,IL,60636,41.83,-87.68,35779.0,10459.1,Urban
814,2016-07-04,Ohio,Cleveland,1400 block of W. 107 Street,0,4,OH,44102,41.47,-81.67,45863.0,7457.59,Urban
815,2016-07-04,Texas,Houston,1300 block of Robin,3,2,TX,77019,29.76,-95.38,21067.0,5381.82,Urban
816,2016-07-04,Arizona,Phoenix,4000 block of West Southern Avenue,2,6,AZ,85041,33.38,-112.11,62683.0,3465.16,Urban
817,2016-07-03,Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3,LA,71201,32.51,-92.08,21079.0,1565.41,Suburban
818,2016-07-03,Tennessee,Chattanooga,2300 block of Daisy Street,0,4,TN,37406,35.06,-85.25,15043.0,1193.16,Suburban
819,2016-06-30,Illinois,Chicago,9500 block of South Loomis Street,1,4,IL,60643,41.83,-87.68,50507.0,6798.97,Urban
820,2016-06-29,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,5,0,NV,89108,36.21,-115.21,75179.0,7819.25,Urban
821,2016-06-28,California,Los Angeles,13800 block of S Avalon Boulevard,1,3,CA,90061,33.92,-118.27,27203.0,10094.67,Urban
822,2016-06-28,Illinois,Chicago,1600 block of South Christiana,0,4,IL,60623,41.83,-87.68,88137.0,17197.16,Urban
823,2016-06-27,Oregon,Woodburn,13436 Killiam Loop NE,3,1,OR,97071,45.13,-122.82,28604.0,548.6,Rural
824,2016-06-26,South Carolina,Bennettsville,NaN,0,4,SC,NaN,34.6173803,-79.68478139999999,NaN,,
825,2016-06-26,North Carolina,Charlotte,2240 Camp Greene St,0,5,NC,28208,35.19,-80.83,36328.0,1552.48,Suburban
826,2016-06-26,Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4,GA,30316,33.72,-84.32,31654.0,2484.82,Suburban
827,2016-06-26,Texas,Houston,6000 block of Elm Street,1,3,TX,77081,29.76,-95.38,46940.0,15433.73,Urban
828,2016-06-26,Texas,Corpus Christi,Baldwin Blvd  and Lamar,0,4,TX,78405,27.8,-97.39,16143.0,3321.58,Urban
829,2016-06-25,Texas,Fort Worth,2466 East Lancaster Avenue,2,5,TX,76102,32.75,-97.33,9389.0,1879.72,Suburban
830,2016-06-25,Virginia,Norfolk,700 block of Craig Street,0,4,VA,23523,36.84,-76.28,8623.0,3606.2,Urban
831,2016-06-25,Illinois,Chicago,1400 block of W. 114th Place,0,4,IL,60643,41.83,-87.68,50507.0,6798.97,Urban
832,2016-06-24,Kansas,Kansas City,N. 3rd at Walker,0,4,KS,66101,39.1,-94.62,12481.0,4066.44,Urban
833,2016-06-24,Connecticut,Hartford,Brook and Winter Street,0,5,CT,06120,41.76,-72.68,14120.0,3621.98,Urban
834,2016-06-24,Maryland,District Heights,3100 block of Orleans Ave,3,2,MD,20747,38.85,-76.88,37752.0,5239.24,Urban
835,2016-06-22,Washington,Olympia,NaN,3,1,WA,NaN,47.0378741,-122.9006951,NaN,,
836,2016-06-22,Georgia,Dekalb (county),NaN,1,4,GA,NaN,33.7956441,-84.2278796,NaN,,
837,2016-06-22,Illinois,Chicago,3100 block of West Warren,0,4,IL,60612,41.83,-87.68,35559.0,8933.01,Urban
838,2016-06-21,New Jersey,Willingboro,Mosshill Lane,0,4,NJ,08046,40.02,-74.88,31442.0,4298.72,Urban
839,2016-06-21,Kentucky,Louisville,2802 Rodman Street,2,2,KY,40208,38.22,-85.74,16935.0,5374.64,Urban
840,2016-06-19,Virginia,Roanoke,2328 Melrose Avenue,0,4,VA,24017,37.27,-79.95,25323.0,2609.84,Suburban
841,2016-06-18,Virginia,Exmore,Fredrick Douglas Road,1,3,VA,23350,37.53,-75.82,3488.0,121.69,Rural
842,2016-06-18,Georgia,Waycross,2625 Arnold Ct,2,2,GA,31501,31.21,-82.35,15394.0,1182.15,Suburban
843,2016-06-18,Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4,IL,60649,41.83,-87.68,45218.0,15932.38,Urban
844,2016-06-14,Delaware,Wilmington,South Van Buren and Elm streets,0,4,DE,19805,39.73,-75.53,41010.0,7696.37,Urban
845,2016-06-14,California,Oakland,1301 Franklin Street,1,3,CA,94612,37.8,-122.27,15200.0,16908.34,Urban
846,2016-06-13,California,Fresno,East El Monte Way and Recreation Avenue,0,4,CA,93702,36.74,-119.75,46021.0,9233.85,Urban
847,2016-06-13,New York,Brooklyn,Avenue D and E. 57th,0,5,NY,11203,40.64,-73.94,75920.0,35495.81,Urban
848,2016-06-13,Illinois,Chicago,3200 block of West Congress,0,5,IL,60624,41.83,-87.68,38134.0,10779.35,Urban
849,2016-06-12,Florida,Orlando,1912 S Orange Avenue,50,53,FL,32806,28.5,-81.37,26797.0,3726.17,Urban
850,2016-06-11,New Mexico,Roswell,2300 block of Davis Ave,5,0,NM,88201,33.37,-104.52,26379.0,11.14,Rural
851,2016-06-11,Minnesota,Webster,4000 block of Elmore Avenue,0,4,MN,55088,44.5,-93.34,1868.0,48.84,Rural
852,2016-06-11,North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3,NC,28262,35.19,-80.83,43305.0,1729.32,Suburban
853,2016-06-11,California,Stockton,Alvarado Avenue,1,3,CA,95204,37.97,-121.32,28124.0,5448.24,Urban
854,2016-06-11,California,Panorama City,8500 block of Cedros Avenue,3,2,CA,91402,34.22,-118.44,71765.0,18732.76,Urban
855,2016-06-09,Florida,Fort Walton Beach,Landview Drive,0,4,FL,32547,30.42,-86.61,34666.0,929.74,Rural
856,2016-06-08,District of Columbia,Washington,1300 North Capitol St NW,0,4,DC,20001,38.89,-77.03,44998.0,17651.56,Urban
857,2016-06-08,Massachusetts,Boston,66 Washington St,1,3,MA,02135,42.35,-71.15,40513.0,16235.29,Urban
858,2016-06-06,California,Visalia,33 60 South Fairway Street,0,4,CA,93277,36.29,-119.38,52526.0,1265.93,Suburban
859,2016-06-05,Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4,MN,55405,44.96,-93.26,16440.0,5529.6,Urban
860,2016-06-05,Florida,Cape Coral,2600 block of Skyline Boulevard S,3,3,FL,33914,26.63,-81.99,36854.0,1613.47,Suburban
861,2016-06-05,Arizona,Phoenix,8152 N Black Canyon Hwy,2,4,AZ,85051,33.55,-112.13,42223.0,6391.48,Urban
862,2016-06-05,New York,Brooklyn,Mermaid Ave and 16th St.,0,4,NY,11224,40.64,-73.94,43444.0,30862.61,Urban
863,2016-06-04,Colorado,Denver,3600 block of Hudson Street,3,1,CO,80207,39.76,-104.87,25343.0,4651.61,Urban
864,2016-05-31,Illinois,Chicago,3300 block of West Huron Street,0,4,IL,60624,41.83,-87.68,38134.0,10779.35,Urban
865,2016-05-31,Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4,IN,46815,41.07,-85.13,28068.0,2543.83,Suburban
866,2016-05-30,Maryland,Baltimore,500 block of East 43rd Street,0,5,MD,21212,39.3,-76.61,34054.0,6950.97,Urban
867,2016-05-30,California,Sacramento,3900 block of 44th,0,5,CA,95824,38.51,-121.44,30225.0,7441.76,Urban
868,2016-05-29,Nevada,Las Vegas,200 block of N 3rd St,0,4,NV,89101,36.17,-115.12,40673.0,8610.02,Urban
869,2016-05-29,New Jersey,Trenton,600 block of Martin Luther King Jr. Boulevard,0,6,NJ,08618,40.22,-74.76,40498.0,6307.38,Urban
870,2016-05-29,Indiana,Indianapolis,300 block of South Meridian Street,0,4,IN,46225,39.77,-86.14,7664.0,1812.98,Suburban
871,2016-05-29,Texas,Houston,13210 Memorial Dr,2,6,TX,77079,29.76,-95.38,33229.0,4239.63,Urban
872,2016-05-23,New Jersey,Newark,102 Isabella Avenue,0,5,NJ,07106,40.72,-74.17,32658.0,21963.51,Urban
873,2016-05-22,Louisiana,New Orleans,8639 Apple St,0,4,LA,70118,30.06,-89.93,35671.0,7046.97,Urban
874,2016-05-22,California,Stockton,Poplar and Sutter Streets,1,3,CA,95202,37.95,-121.28,6559.0,6049.17,Urban
875,2016-05-22,Tennessee,Nashville,100 block of Rains Avenue,0,4,TN,37203,36.17,-86.78,12726.0,2832.66,Suburban
876,2016-05-21,Georgia,Jackson,NaN,1,3,GA,NaN,37.0328728,-95.6316455,NaN,,
877,2016-05-18,Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4,IN,46218,39.77,-86.14,26831.0,3076.63,Urban
878,2016-05-17,South Carolina,Ravenel,5360 Savannah Highway,3,1,SC,29470,32.77,-80.22,4880.0,50.37,Rural
879,2016-05-15,Indiana,Evansville,420 North Garvin Street,0,4,IN,47711,37.98,-87.54,32198.0,1939.28,Suburban
880,2016-05-15,Georgia,Moultrie,Lancashire Drive at Central Drive,5,0,GA,31788,31.12,-83.68,11024.0,83.24,Rural
881,2016-05-14,Georgia,Atlanta,NaN,0,5,GA,NaN,33.7489954,-84.3879824,NaN,,
882,2016-05-14,West Virginia,Charleston,2337 Washington St W,1,3,WV,25387,38.35,-81.63,NaN,,
883,2016-05-11,Alabama,Birmingham,1400 block of 21st St N,1,4,AL,35234,33.52,-86.79,5298.0,1771.76,Suburban
884,2016-05-11,Illinois,Chicago,7100 block of South State Street,0,5,IL,60619,41.83,-87.68,62822.0,10600.4,Urban
885,2016-05-08,Texas,Austin,8600 block of North Lamar,1,3,TX,78753,30.26,-97.74,56131.0,4493.76,Urban
886,2016-05-06,Michigan,Detroit,12300 block of Gratiot,1,4,MI,48205,42.38,-83.1,35925.0,6900.36,Urban
887,2016-05-06,Alabama,Montgomery,1300 block of Clay Street,1,3,AL,36104,32.35,-86.28,8056.0,755.02,Rural
888,2016-05-06,Maryland,Bethesda,7101 Democracy Blvd,3,3,MD,20817,38.98,-77.12,36856.0,2609.26,Suburban
889,2016-05-05,Louisiana,Shreveport,300 block of North Thomas Drive,2,6,LA,71107,32.47,-93.79,32301.0,236.47,Rural
890,2016-05-05,Florida,Miami,2108 NW 19th Terrace,1,3,FL,33125,25.77,-80.2,58144.0,13639.82,Urban
891,2016-05-04,Minnesota,Minneapolis,16th Avenue North and Newton Avenue North,1,7,MN,55411,44.96,-93.26,30703.0,6747.36,Urban
892,2016-05-01,Tennessee,Murfreesboro,1955 Old Castle Drive,0,5,TN,37127,35.85,-86.39,17695.0,325.46,Rural
893,2016-04-29,Missouri,Saint Louis (Ferguson),400 block of N Dade Ave,0,4,MO,63135,38.63,-90.24,21512.0,3400.38,Urban
894,2016-04-29,California,Oakland,3200 block of San Pablo Avenue,0,5,CA,94608,37.83,-122.29,28864.0,10255.86,Urban
895,2016-04-27,Louisiana,Baton Rouge,4300  Block of Kerrit Dr,2,2,LA,70814,30.44,-91.12,15042.0,1873.26,Suburban
896,2016-04-27,Mississippi,Kilmichael,Pecan Drive,3,1,MS,39747,33.43,-89.56,1678.0,13.23,Rural
897,2016-04-26,Maryland,District Heights (Forestville),6500 block of Hil-Mar Drive,1,4,MD,20747,38.85,-76.88,37752.0,5239.24,Urban
898,2016-04-25,Tennessee,Nashville,400 Charlotte Avenue,0,4,TN,37209,36.17,-86.78,38001.0,975.92,Rural
899,2016-04-25,Florida,Miami,1506 Northwest 70th Street,0,5,FL,33147,25.77,-80.2,45676.0,6475.3,Urban
900,2016-04-24,Virginia,Halifax,1055 L P Bailey Memorial Hwy,0,5,VA,24558,36.76,-78.93,6659.0,67.64,Rural
901,2016-04-24,Illinois,Chicago (Englewood),2000 block of West 68th Place,2,3,IL,60636,41.83,-87.68,35779.0,10459.1,Urban
902,2016-04-24,Colorado,Denver,1400 block of 14th Street,0,4,CO,80204,39.76,-104.87,32306.0,5664.21,Urban
903,2016-04-23,Nevada,Las Vegas,1650 South Hollywood Boulevard,1,3,NV,89142,36.14,-115.03,34834.0,7071.49,Urban
904,2016-04-23,Alabama,Auburn,1200 block of Lee Road 83,3,1,AL,36804,32.65,-85.37,16944.0,87.34,Rural
905,2016-04-23,New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,0,4,NY,10030,40.71,-73.99,30358.0,96770.61,Urban
906,2016-04-23,Kansas,Topeka,3732 SW Topeka Blvd,1,4,KS,66609,39.03,-95.69,8289.0,588.07,Rural
907,2016-04-22,Ohio,Piketon,4077 Union Hill Rd,8,0,OH,45661,39.06,-82.99,7394.0,75.2,Rural
908,2016-04-22,Georgia,Appling,3162 Johnson Drive,6,0,GA,30802,33.6,-82.31,6143.0,47.68,Rural
909,2016-04-21,Maryland,Baltimore,4800 block of Frankford Avenue,0,4,MD,21206,39.3,-76.61,49777.0,7086.55,Urban
910,2016-04-19,Alabama,Blountsville,81551 Us Highway 278,1,4,AL,35031,34.08,-86.58,8306.0,61.3,Rural
911,2016-04-19,Illinois,Chicago,2700 block of West 53rd Street,1,3,IL,60632,41.83,-87.68,91668.0,12286.56,Urban
912,2016-04-19,Illinois,Chicago,1400 block of West 84th Street,1,4,IL,60620,41.83,-87.68,69299.0,10192.8,Urban
913,2016-04-18,California,Long Beach,1200 block of E. 17th Street,1,3,CA,90813,33.78,-118.18,60997.0,18358.06,Urban
914,2016-04-17,Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1,PA,19140,39.95,-75.16,51132.0,17736.89,Urban
915,2016-04-17,South Carolina,Pelzer,200 block of Eastview Road,1,3,SC,29669,34.64,-82.46,12219.0,197.73,Rural
916,2016-04-17,Texas,Edinburg,5021 W St Hwy 107,1,6,TX,78504,26.21,-98.23,52495.0,2754.38,Suburban
917,2016-04-16,Michigan,Detroit,9500 block of Oakland,1,4,MI,48211,42.38,-83.1,6536.0,1690.62,Suburban
918,2016-04-16,Florida,Orlando,1100 block of Conley Street,2,4,FL,32805,28.5,-81.37,22104.0,3277.24,Urban
919,2016-04-16,Alabama,Enterprise,Baxter Street,0,4,AL,36330,31.32,-85.84,36674.0,295.63,Rural
920,2016-04-10,Wisconsin,Milwaukee,76th and Sheridan,1,3,WI,53218,43.06,-87.96,41387.0,6918.43,Urban
921,2016-04-10,California,Los Angeles,84th Street and Towne Avenue,0,4,CA,90003,33.96,-118.27,70208.0,18661.22,Urban
922,2016-04-09,Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,0,4,TN,38115,35.1,-90.0,41246.0,4561.02,Urban
923,2016-04-09,Alabama,Anniston,West 15th Street and Crawford Avenue,0,4,AL,36201,33.66,-85.81,18036.0,540.22,Rural
924,2016-04-09,New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4,NM,87106,35.11,-106.62,25015.0,2557.08,Suburban
925,2016-04-07,Illinois,Chicago,2200 block of East 70th Place,0,4,IL,60649,41.83,-87.68,45218.0,15932.38,Urban
926,2016-03-31,Illinois,Chicago (Englewood),6800 block of South Throop,0,4,IL,60636,41.83,-87.68,35779.0,10459.1,Urban
927,2016-03-25,Illinois,Chicago,4500 block of West West End Avenue,0,4,IL,60624,41.83,-87.68,38134.0,10779.35,Urban
928,2016-03-25,Colorado,Denver,8501 E. Alameda Avenue,0,4,CO,80230,39.76,-104.87,8491.0,3036.96,Urban
929,2016-03-21,Illinois,Chicago,5700 block of West Washington Boulevard,0,4,IL,60644,41.83,-87.68,49645.0,13883.56,Urban
930,2016-03-19,Florida,Plantation,12050 NW 4th Court,1,4,FL,33325,26.14,-80.13,29622.0,2938.29,Suburban
931,2016-03-19,Alabama,Wetumpka,South Shelby Street,2,2,AL,36092,32.54,-86.2,20297.0,155.0,Rural
932,2016-03-15,Georgia,Atlanta,NaN,0,5,GA,NaN,33.7489954,-84.3879824,NaN,,
933,2016-03-13,Florida,Fort Myers,50 South Road,0,4,FL,33907,26.63,-81.85,22991.0,3146.39,Urban
934,2016-03-12,Oregon,Portland,16126 S.E. Stark St.,0,4,OR,97233,45.51,-122.49,41697.0,8709.51,Urban
935,2016-03-12,California,Oakland,Cordova at Peoples Street,0,4,CA,94602,37.8,-122.21,29628.0,8574.15,Urban
936,2016-03-11,Michigan,Detroit,2600 block of Hazelwood,2,2,MI,48206,42.38,-83.1,18049.0,7023.03,Urban
937,2016-03-11,New Jersey,Trenton,Oliver Avenue,0,5,NJ,08618,40.22,-74.76,40498.0,6307.38,Urban
938,2016-03-09,Pennsylvania,Pittsburgh,1304 Franklin Ave,5,3,PA,15221,40.43,-79.97,31017.0,5052.87,Urban
939,2016-03-08,Texas,San Antonio,Sherman St,2,3,TX,78202,29.45,-98.5,12339.0,5028.39,Urban
940,2016-03-07,Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,0,4,LA,70501,30.21,-92.02,31249.0,2007.81,Suburban
941,2016-03-07,Kansas,Kansas City,3000 block of South 36th Street,5,0,KS,66106,39.1,-94.62,24275.0,1255.68,Suburban
942,2016-03-06,Massachusetts,Chelsea,120 Washington Avenue,1,6,MA,02150,42.39,-71.03,38237.0,15907.61,Urban
943,2016-03-06,Georgia,Roswell,890 Atlanta St,0,4,GA,30075,34.03,-84.35,54529.0,1762.72,Suburban
944,2016-03-06,California,Compton,900 block of West Victoria Street,1,8,CA,90220,33.87,-118.24,51271.0,7137.61,Urban
945,2016-03-05,Kansas,Wichita,116 North Mead,0,4,KS,67202,37.68,-97.34,1514.0,1407.07,Suburban
946,2016-03-04,Ohio,Columbus,900 E 5th Ave,1,3,OH,43201,39.98,-82.98,30195.0,11513.14,Urban
947,2016-02-28,Michigan,Detroit,8800 block of Livernois,0,5,MI,48204,42.38,-83.1,25096.0,5585.99,Urban
948,2016-02-28,California,Riverside (Jurupa Valley),5500 block of Etiwanda Avenue,1,3,CA,91752,33.99,-117.53,29801.0,1991.19,Suburban
949,2016-02-27,Virginia,Woodbridge (Lake Ridge),13051 Lashmere Ct,2,2,VA,22192,38.63,-77.26,57513.0,2879.47,Suburban
950,2016-02-26,Washington,Belfair,300 block of Horseshoe Rd.,5,0,WA,98528,47.43,-122.92,9402.0,136.79,Rural
951,2016-02-25,Kansas,Hesston,200 S Ridge Rd,4,14,KS,67062,38.13,-97.42,4364.0,144.37,Rural
952,2016-02-23,Arizona,Glendale,4812 West Sunnyside Ave,5,0,AZ,85304,33.59,-112.17,27520.0,4648.53,Urban
953,2016-02-23,Florida,Daytona Beach,1042 Sheridan Road,0,4,FL,32114,29.19,-81.05,31385.0,1895.1,Suburban
954,2016-02-21,Texas,Houston,5100 block of Idaho Street,0,5,TX,77021,29.76,-95.38,26374.0,4283.93,Urban
955,2016-02-21,Missouri,Hazelwood,7217 N Lindbergh Blvd,1,3,MO,63042,38.77,-90.35,20409.0,1608.96,Suburban
956,2016-02-20,Florida,Tampa,2810 E. Bearss Ave,1,3,FL,33618,27.95,-82.48,26123.0,2951.29,Suburban
957,2016-02-20,Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2,MI,49009,42.27,-85.58,44653.0,412.02,Rural
958,2016-02-20,Alabama,Bessemer,200 block of Elm Street,1,3,AL,35022,33.37,-86.96,19416.0,288.48,Rural
959,2016-02-20,Florida,Orlando,446 S Parramore Ave,0,4,FL,32805,28.5,-81.37,22104.0,3277.24,Urban
960,2016-02-20,Mississippi,Iuka,231 Co Rd 201,2,3,MS,38852,34.8,-88.19,9012.0,0.25,Rural
961,2016-02-19,Missouri,Edgerton,4100 block of Buena Vista Road,4,0,MO,64444,39.5,-94.63,1352.0,38.31,Rural
962,2016-02-19,California,Vallejo,509 Porter Street,1,3,CA,94590,38.09,-122.25,36807.0,5958.95,Urban
963,2016-02-14,Texas,Houston,8449 Gulf Freeway,1,3,TX,77017,29.76,-95.38,32583.0,3744.37,Urban
964,2016-02-14,Alabama,Eutaw (Union),Earnest Friday Road,0,5,AL,35462,32.84,-87.89,4462.0,16.17,Rural
965,2016-02-13,Louisiana,Marrero,5425 Lapalco Boulevard,0,4,LA,70072,29.88,-90.11,54578.0,2714.33,Suburban
966,2016-02-07,Mississippi,Pass Christian,Davis Avenue,2,4,MS,39571,30.31,-89.24,13674.0,154.96,Rural
967,2016-02-07,Florida,Orlando,7432 Universal Blvd,2,10,FL,32819,28.5,-81.37,27620.0,1208.79,Suburban
968,2016-02-07,New York,Rochester,547 State St,1,7,NY,14608,43.16,-77.61,12399.0,7014.29,Urban
969,2016-02-07,Illinois,Chicago (Englewood),6500 block of South Green Street,0,4,IL,60621,41.83,-87.68,31383.0,9633.05,Urban
970,2016-02-06,California,Los Angeles,12800 block of Cook Street,1,3,CA,90061,33.92,-118.27,27203.0,10094.67,Urban
971,2016-02-06,Florida,Apopka,10th Street,0,4,FL,32703,28.68,-81.51,49218.0,909.91,Rural
972,2016-02-06,Florida,Tampa,8123 N Nebraska Ave,2,6,FL,33604,27.95,-82.48,38460.0,4766.93,Urban
973,2016-02-03,District of Columbia,Washington,1500 block of Butler St. SE,0,4,DC,20020,38.89,-77.03,54955.0,10811.8,Urban
974,2016-01-30,Arizona,Glendale,67th and Missouri Avenue,3,5,AZ,85303,33.53,-112.22,30801.0,4786.8,Urban
975,2016-01-27,Virginia,Chesapeake,1401 N. George Washington Hwy,6,0,VA,23323,36.67,-76.3,38315.0,297.85,Rural
976,2016-01-26,Washington,Seattle,Airport Way S. and S. Atlantic St.,2,3,WA,98134,47.57,-122.33,847.0,190.87,Rural
977,2016-01-25,California,Perris,140 S. D Street,1,4,CA,92570,33.78,-117.33,59324.0,551.85,Rural
978,2016-01-23,California,Los Angeles,8105 Avalon Blvd,2,2,CA,90003,33.96,-118.27,70208.0,18661.22,Urban
979,2016-01-17,Virginia,Ware Neck (Gloucester Courthouse),Ditchley Road and Gill Lane,1,3,VA,23061,37.43,-76.54,21284.0,135.41,Rural
980,2016-01-11,Delaware,Wilmington,900 block of Brown Street,1,4,DE,19805,39.73,-75.53,41010.0,7696.37,Urban
981,2016-01-08,District of Columbia,Washington,1700 East Capitol Street Northeast,0,4,DC,20003,38.89,-77.03,29071.0,11794.03,Urban
982,2016-01-08,Illinois,Chicago,1500 block of South Kedzie,1,4,IL,60623,41.83,-87.68,88137.0,17197.16,Urban
983,2016-01-07,Tennessee,Memphis,3800 block of Kerwood Avenue,1,3,TN,38128,35.1,-90.0,44901.0,1898.32,Suburban
984,2016-01-06,Florida,Lakeland,2312 East Magnolia Street,3,1,FL,33801,28.04,-81.96,35695.0,1766.91,Suburban
985,2017-12-31,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,CO,80126,39.59,-105.01,44221.0,3701.1,Urban
986,2017-12-31,Illinois,Chicago,2335 Howard St,0,4,IL,60645,41.83,-87.68,48269.0,20050.49,Urban
987,2017-12-31,New Jersey,Long Branch,635 Wall St,4,0,NJ,07740,40.29,-73.98,31038.0,5712.87,Urban
988,2017-12-27,Nevada,Las Vegas,3750 E Bonanza Rd,2,2,NV,89110,36.17,-115.05,74466.0,6391.82,Urban
989,2017-12-26,Florida,Miami,NW 18th Ave and 86th Ter,0,5,FL,33147,25.77,-80.2,47168.0,6475.3,Urban
990,2017-12-24,Mississippi,Vicksburg,1111 Mulberry Street,0,5,MS,39183,32.32,-90.87,14286.0,61.52,Rural
991,2017-12-24,Alabama,Troy,100 block of Chapman St,1,4,AL,36081,31.8,-85.96,16091.0,70.25,Rural
992,2017-12-23,Louisiana,Eunice,100 block of City Avenue,1,3,LA,70535,30.49,-92.41,18070.0,120.79,Rural
