,State,County_x,# Killed,# Injured,County FIPS,State FIPS,Total Victims,County_y,Population 2014,Poverty Count 2014,Poverty Rate 2014,Population 2015,Poverty Count 2015,Poverty Rate 2015,Population 2016,Poverty Count 2016,Poverty Rate 2016,Population 2017,Poverty Count 2017,Poverty Rate 2017
311,Texas,Bastrop,4,1,021,48,5,Bastrop,"75,533","11,069",14.7,"77,967","9,919",12.7,"80,248","10,632",13.2,"82,253","9,462",11.5
312,Texas,Bell,10,20,027,48,30,Bell,"320,554","45,622",14.2,"326,186","51,728",15.9,"331,481","42,739",12.9,"337,950","46,542",13.8
313,Texas,Bexar,6,32,029,48,38,Bexar,"1,812,930","331,898",18.3,"1,853,569","288,976",15.6,"1,884,633","306,859",16.3,"1,914,735","299,023",15.6
314,Texas,Cameron,0,4,061,48,4,Cameron,"416,030","143,568",34.5,"417,815","133,508",32.0,"418,377","121,665",29.1,"419,941","116,191",27.7
315,Texas,Collin,9,5,085,48,14,Collin,"880,191","62,032",7.0,"908,888","59,993",6.6,"934,232","58,619",6.3,"963,885","56,725",5.9
316,Texas,Dallas,19,52,113,48,71,Dallas,"2,483,159","480,160",19.3,"2,518,578","451,795",17.9,"2,539,295","413,956",16.3,"2,582,222","382,477",14.8
317,Texas,Denton,3,1,121,48,4,Denton,"742,300","64,947",8.7,"769,305","61,186",8.0,"794,448","65,057",8.2,"823,874","58,411",7.1
318,Texas,El Paso,1,9,141,48,10,El Paso,"817,198","190,846",23.4,"819,175","165,987",20.3,"821,503","186,707",22.7,"824,863","172,972",21.0
319,Texas,Harris,42,89,201,48,131,Harris,"4,393,004","759,184",17.3,"4,487,784","744,712",16.6,"4,539,233","752,261",16.6,"4,601,205","733,605",15.9
320,Texas,Hidalgo,2,9,215,48,11,Hidalgo,"822,418","275,840",33.5,"833,542","259,506",31.1,"841,036","262,028",31.2,"851,869","251,593",29.5
321,Texas,Lubbock,0,13,303,48,13,Lubbock,"282,799","49,964",17.7,"287,355","57,631",20.1,"291,276","55,089",18.9,"293,522","55,533",18.9
322,Texas,Nueces,3,5,355,48,8,Nueces,"350,265","58,798",16.8,"353,582","70,336",19.9,"354,639","53,441",15.1,"354,483","57,008",16.1
323,Texas,Potter,0,4,375,48,4,Potter,"114,767","24,669",21.5,"114,649","25,687",22.4,"113,921","25,040",22.0,"113,497","21,038",18.5
324,Texas,Smith,1,3,423,48,4,Smith,"214,432","38,908",18.1,"217,724","34,786",16.0,"220,125","34,487",15.7,"222,543","34,767",15.6
325,Texas,Starr,2,2,427,48,4,Starr,"62,107","21,981",35.4,"62,939","19,463",30.9,"63,258","25,257",39.9,"63,579","20,344",32.0
326,Texas,Tarrant,6,32,439,48,38,Tarrant,"1,920,269","291,534",15.2,"1,956,980","255,993",13.1,"1,989,810","270,348",13.6,"2,025,806","234,362",11.6
327,Texas,Travis,7,20,453,48,27,Travis,"1,128,678","188,959",16.7,"1,154,396","152,195",13.2,"1,177,093","143,948",12.2,"1,204,389","139,071",11.5
328,Texas,Webb,2,3,479,48,5,Webb,"263,186","85,109",32.3,"266,165","81,276",30.5,"267,730","85,150",31.8,"271,240","74,061",27.3
329,Texas,Williamson,2,3,491,48,5,Williamson,"482,919","37,898",7.8,"502,158","32,903",6.6,"522,006","30,201",5.8,"540,715","32,931",6.1
330,Texas,Wilson,27,20,493,48,47,Wilson,"45,735","5,029",11.0,"46,851","4,401",9.4,"47,826","4,958",10.4,"48,621","4,414",9.1
331,Utah,Salt Lake,3,8,035,49,11,Salt Lake,"1,076,201","128,385",11.9,"1,090,252","117,311",10.8,"1,105,965","104,297",9.4,"1,119,443","103,384",9.2
332,Utah,Utah,5,0,049,49,5,Utah,"549,589","69,472",12.6,"563,599","70,537",12.5,"579,593","66,112",11.4,"593,654","62,063",10.5
333,Vermont,Washington,4,0,023,50,4,Washington,"56,727","6,224",11.0,"56,285","5,213",9.3,"56,251","6,080",10.8,"56,095","5,252",9.4
334,Virginia,Alexandria City,1,5,510,51,6,Alexandria city,"148,760","14,266",9.6,"151,652","13,832",9.1,"153,877","16,096",10.5,"158,127","15,922",10.1
335,Virginia,Brunswick,0,7,025,51,7,Brunswick,"14,633","3,205",21.9,"14,507","3,212",22.1,"14,361","3,275",22.8,"14,356","3,093",21.5
336,Virginia,Chesapeake City,6,5,550,51,11,Chesapeake city,"228,541","22,416",9.8,"230,553","22,442",9.7,"233,129","20,071",8.6,"235,613","21,928",9.3
337,Virginia,Culpeper,5,0,047,51,5,Culpeper,"47,503","5,219",11.0,"47,888","4,897",10.2,"48,484","4,766",9.8,"49,666","4,900",9.9
338,Virginia,Gloucester,1,3,073,51,4,Gloucester,"36,652","3,539",9.7,"36,644","3,402",9.3,"36,741","3,449",9.4,"36,828","3,598",9.8
339,Virginia,Halifax,0,5,083,51,5,Halifax,"34,387","6,180",18.0,"34,303","5,791",16.9,"34,159","6,380",18.7,"33,745","6,036",17.9
340,Virginia,Hampton City,1,4,650,51,5,Hampton city,"132,722","20,149",15.2,"131,786","20,072",15.2,"130,575","21,458",16.4,"129,566","20,069",15.5
341,Virginia,Henrico,1,8,087,51,9,Henrico,"319,063","34,985",11.0,"322,195","30,037",9.3,"323,260","29,583",9.2,"324,682","30,836",9.5
342,Virginia,Hopewell City,0,4,670,51,4,Hopewell city,"21,854","4,268",19.5,"22,027","4,531",20.6,"22,366","4,630",20.7,"22,270","4,434",19.9
343,Virginia,Lynchburg City,1,3,680,51,4,Lynchburg city,"68,750","17,175",25.0,"69,032","15,975",23.1,"69,350","12,336",17.8,"69,931","13,132",18.8
344,Virginia,Newport News City,0,9,700,51,9,Newport News city,"174,534","29,082",16.7,"173,737","29,248",16.8,"173,205","25,395",14.7,"171,784","29,521",17.2
345,Virginia,Norfolk City,4,30,710,51,34,Norfolk city,"212,906","49,728",23.4,"212,995","45,756",21.5,"212,078","45,219",21.3,"210,960","44,181",20.9
346,Virginia,Northampton,1,3,131,51,4,Northampton,"11,895","2,555",21.5,"11,924","2,445",20.5,"11,906","2,418",20.3,"11,621","2,157",18.6
347,Virginia,Petersburg City,2,7,730,51,9,Petersburg city,"31,997","8,256",25.8,"31,766","9,016",28.4,"31,331","7,884",25.2,"31,217","6,804",21.8
348,Virginia,Prince William,2,6,153,51,8,Prince William,"441,981","31,917",7.2,"447,437","29,925",6.7,"450,623","33,308",7.4,"458,766","28,074",6.1
349,Virginia,Richmond City,0,4,760,51,4,Richmond city,"205,532","51,415",25.0,"207,741","50,763",24.4,"210,366","55,062",26.2,"215,116","51,609",24.0
350,Virginia,Roanoke City,5,21,770,51,26,Roanoke city,"97,847","19,938",20.4,"98,272","20,913",21.3,"98,006","21,886",22.3,"98,243","18,940",19.3
351,Virginia,Suffolk City,0,8,800,51,8,Suffolk city,"85,518","11,668",13.6,"86,841","11,370",13.1,"87,934","10,303",11.7,"88,988","10,067",11.3
352,Virginia,Virginia Beach City,0,4,810,51,4,Virginia Beach city,"440,960","37,886",8.6,"442,534","36,451",8.2,"442,150","36,494",8.3,"440,160","36,669",8.3
353,Virginia,Washington,5,1,191,51,6,Washington,"53,178","7,734",14.5,"52,994","8,656",16.3,"52,766","7,744",14.7,"52,661","7,308",13.9
354,Washington,Cowlitz,3,1,015,53,4,Cowlitz,"100,693","20,701",20.6,"102,027","16,043",15.7,"103,765","16,863",16.3,"105,504","17,302",16.4
355,Washington,King,3,21,033,53,24,King,"2,050,488","230,750",11.3,"2,087,764","205,336",9.8,"2,120,859","196,841",9.3,"2,159,702","200,415",9.3
356,Washington,Mason,5,0,045,53,5,Mason,"57,921","9,040",15.6,"58,430","9,903",16.9,"59,448","8,830",14.9,"60,918","8,825",14.5
357,Washington,Pierce,0,5,053,53,5,Pierce,"814,606","106,432",13.1,"826,719","102,917",12.4,"844,314","102,303",12.1,"859,105","87,596",10.2
358,Washington,Skagit,5,0,057,53,5,Skagit,"118,967","18,627",15.7,"120,450","17,965",14.9,"122,345","13,787",11.3,"124,280","14,061",11.3
359,Washington,Snohomish,8,2,061,53,10,Snohomish,"749,203","73,930",9.9,"762,180","71,017",9.3,"778,172","62,396",8.0,"792,245","58,157",7.3
360,Washington,Spokane,1,3,063,53,4,Spokane,"470,481","76,910",16.3,"477,317","74,144",15.5,"485,188","64,514",13.3,"492,653","69,334",14.1
361,Washington,Yakima,0,6,077,53,6,Yakima,"243,861","50,044",20.5,"244,991","46,794",19.1,"245,973","44,819",18.2,"246,545","44,726",18.1
362,West Virginia,Kanawha,1,3,039,54,4,Kanawha,"186,689","31,400",16.8,"185,375","30,529",16.5,"183,194","30,852",16.8,"179,945","32,592",18.1
363,Wisconsin,Marathon,5,0,073,55,5,Marathon,"133,955","13,287",9.9,"134,097","12,675",9.5,"133,845","13,941",10.4,"133,962","13,353",10.0
364,Wisconsin,Milwaukee,5,26,079,55,31,Milwaukee,"933,504","205,183",22.0,"934,785","189,827",20.3,"928,941","183,511",19.8,"929,658","177,959",19.1
