,Year,State,County,Incidents,Injured,Killed,Victims,Land Area,Density 2014,Density 2015,Density 2016,Density 2017,Population 2014,Poverty Count 2014,Poverty Rate 2014,Population 2015,Poverty Count 2015,Poverty Rate 2015,Population 2016,Poverty Count 2016,Poverty Rate 2016,Population 2017,Poverty Count 2017,Poverty Rate 2017,Pop Change 1,Pop Change 1 (%),Pop Change 2,Pop Change 2 (%),Pop Change 3,Pop Change 3 (%),Pop Change Avg,Pop Change Avg (%),Den Change 1,Den Change 1 (%),Den Change 2,Den Change 2 (%),Den Change 3,Den Change 3 (%),Den Change Avg,Den Change Avg (%),Poverty Rate Change 1,Poverty Rate Change 1 (%),Poverty Rate Change 2,Poverty Rate Change 2 (%),Poverty Rate Change 3,Poverty Rate Change 3 (%),Poverty Rate Change Avg,Poverty Rate Change Avg (%),Region
385,2015,Nevada,Clark,1,3,1,4,12.93,3610.518174787316,3706.5738592420726,3892.7300850734728,4034.880123743233,2045642.0,"318,965",15.6,2089026.0,"321,755",15.4,2128461.0,"311,352",14.6,2176532.0,"305,802",14.0,43384.0,2.120801195908186,39435.0,1.8877218378325722,48071.0,2.258486295966904,98842.66666666667,4.76135179906306,96.05568445475637,2.6604404078485118,186.1562258314002,5.022326086049333,0.0,0.0,282.2119102861566,7.682766493897844,-0.1999999999999993,-1.2820512820512704,-0.8000000000000007,-5.194805194805198,-0.5999999999999996,-4.109589041095887,-1.2,-7.846719490555098,West
386,2016,Nevada,Clark,3,7,6,13,12.93,3610.518174787316,3706.5738592420726,3892.7300850734728,4034.880123743233,2045642.0,"318,965",15.6,2089026.0,"321,755",15.4,2128461.0,"311,352",14.6,2176532.0,"305,802",14.0,43384.0,2.120801195908186,39435.0,1.8877218378325722,48071.0,2.258486295966904,98842.66666666667,4.76135179906306,96.05568445475637,2.6604404078485118,186.1562258314002,5.022326086049333,0.0,0.0,282.2119102861566,7.682766493897844,-0.1999999999999993,-1.2820512820512704,-0.8000000000000007,-5.194805194805198,-0.5999999999999996,-4.109589041095887,-1.2,-7.846719490555098,West
387,2017,Nevada,Clark,2,443,61,504,12.93,3610.518174787316,3706.5738592420726,3892.7300850734728,4034.880123743233,2045642.0,"318,965",15.6,2089026.0,"321,755",15.4,2128461.0,"311,352",14.6,2176532.0,"305,802",14.0,43384.0,2.120801195908186,39435.0,1.8877218378325722,48071.0,2.258486295966904,98842.66666666667,4.76135179906306,96.05568445475637,2.6604404078485118,186.1562258314002,5.022326086049333,0.0,0.0,282.2119102861566,7.682766493897844,-0.1999999999999993,-1.2820512820512704,-0.8000000000000007,-5.194805194805198,-0.5999999999999996,-4.109589041095887,-1.2,-7.846719490555098,West
388,2017,New Jersey,Passaic,1,5,1,6,0.2,11845.0,12720.0,14040.0,13365.0,498640.0,"90,553",18.2,500680.0,"86,457",17.3,497820.0,"85,671",17.2,502332.0,"82,865",16.5,2040.0,0.40911278678004237,-2860.0,-0.5712231365343143,4512.0,0.9063516933831579,684.0,0.14000688137344736,875.0,7.387083157450405,1320.0,10.377358490566053,-675.0,-4.807692307692307,1970.0,16.161877545452356,-0.8999999999999986,-4.945054945054935,-0.10000000000000142,-0.5780346820809257,-0.6999999999999993,-4.0697674418604635,-1.2333333333333332,-6.879678774422682,Northeast
389,2017,New Jersey,Ocean,1,4,0,4,24.59,3801.260675071167,3927.409516063441,3981.5778771858477,4045.0183001220007,578221.0,"68,832",11.9,580616.0,"63,101",10.9,584435.0,"64,493",11.0,589940.0,"60,406",10.2,2395.0,0.4142014904335838,3819.0,0.6577497003182913,5505.0,0.9419353734803764,8049.0,1.3859296485786672,126.14884099227402,3.318605372674483,54.16836112240662,1.3792389334713846,0.0,0.0,180.31720211468064,4.697844306145868,-1.0,-8.403361344537814,0.09999999999999964,0.9174311926605441,-0.8000000000000007,-7.2727272727272805,-1.1666666666666672,-9.910172576119697,Northeast
390,2017,New Jersey,None,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Northeast
391,2017,New Jersey,Monmouth,1,0,4,4,5.43,5687.292817679559,5717.863720073665,5715.2854511970545,5716.022099447513,622489.0,"51,001",8.2,621887.0,"46,641",7.5,619080.0,"43,866",7.1,620015.0,"45,085",7.3,-602.0,-0.09670853621508968,-2807.0,-0.4513681746040703,935.0,0.15103056147832206,-3097.3333333333335,-0.49773319032638597,30.57090239410536,0.5375299527232471,-2.5782688766103092,-0.04509147127026836,0.0,0.0,27.99263351749505,0.49243848145297875,-0.6999999999999993,-8.536585365853654,-0.40000000000000036,-5.333333333333329,0.20000000000000018,2.816901408450704,-1.033333333333333,-12.930951563036748,Northeast
392,2017,New Jersey,Mercer,2,6,2,8,2.77,9742.599277978341,9528.880866425992,9352.346570397112,9611.913357400725,352681.0,"41,715",11.8,352523.0,"39,354",11.2,351110.0,"39,066",11.1,355007.0,"40,622",11.4,-158.0,-0.04479969150592922,-1413.0,-0.4008249107150448,3897.0,1.109908575660043,-272.0,-0.07565507700095964,-213.7184115523487,-2.19364879386373,-176.5342960288799,-1.8526236029550915,0.0,0.0,-390.2527075812286,-4.0462723968188214,-0.6000000000000014,-5.084745762711876,-0.09999999999999964,-0.8928571428571388,0.3000000000000007,2.702702702702723,-0.6000000000000009,-5.076702004668107,Northeast
393,2017,New Jersey,Hudson,1,4,0,4,5.81,10791.394148020654,10919.104991394148,10941.135972461274,11399.139414802066,660143.0,"117,129",17.7,665800.0,"117,828",17.7,669065.0,"104,660",15.6,682524.0,"96,125",14.1,5657.0,0.856935542753618,3265.0,0.4903875037548744,13459.0,2.01161322143588,13408.333333333332,2.0178607869871192,127.71084337349384,1.1834508277776052,22.03098106712605,0.2017654476670998,0.0,0.0,149.7418244406199,1.385216275444705,0.0,0.0,-2.0999999999999996,-11.864406779661024,-1.5,-9.615384615384613,-2.5999999999999996,-15.069534984789229,Northeast
394,2016,New Jersey,Mercer,2,11,0,11,2.77,9742.599277978341,9528.880866425992,9352.346570397112,9611.913357400725,352681.0,"41,715",11.8,352523.0,"39,354",11.2,351110.0,"39,066",11.1,355007.0,"40,622",11.4,-158.0,-0.04479969150592922,-1413.0,-0.4008249107150448,3897.0,1.109908575660043,-272.0,-0.07565507700095964,-213.7184115523487,-2.19364879386373,-176.5342960288799,-1.8526236029550915,0.0,0.0,-390.2527075812286,-4.0462723968188214,-0.6000000000000014,-5.084745762711876,-0.09999999999999964,-0.8928571428571388,0.3000000000000007,2.702702702702723,-0.6000000000000009,-5.076702004668107,Northeast
395,2017,New Jersey,Burlington,1,4,0,4,7.35,4315.374149659864,4277.6870748299325,4277.823129251701,4292.380952380952,437260.0,"31,331",7.2,437201.0,"33,675",7.7,436410.0,"27,083",6.2,436539.0,"28,202",6.5,-59.0,-0.013493116223756374,-791.0,-0.18092364839054653,129.0,0.029559359318071188,-807.0,-0.1845636448416125,-37.68707482993159,-0.8733211425688836,0.13605442176867655,0.0031805604147479016,0.0,0.0,-37.55102040816291,-0.8701405821541357,0.5,6.944444444444443,-1.5,-19.480519480519476,0.2999999999999998,4.838709677419345,-0.9,-10.923171810268585,Northeast
396,2016,New Jersey,Hudson,1,3,1,4,5.81,10791.394148020654,10919.104991394148,10941.135972461274,11399.139414802066,660143.0,"117,129",17.7,665800.0,"117,828",17.7,669065.0,"104,660",15.6,682524.0,"96,125",14.1,5657.0,0.856935542753618,3265.0,0.4903875037548744,13459.0,2.01161322143588,13408.333333333332,2.0178607869871192,127.71084337349384,1.1834508277776052,22.03098106712605,0.2017654476670998,0.0,0.0,149.7418244406199,1.385216275444705,0.0,0.0,-2.0999999999999996,-11.864406779661024,-1.5,-9.615384615384613,-2.5999999999999996,-15.069534984789229,Northeast
397,2016,New Jersey,Atlantic,1,5,1,6,120.45,236.62100456621002,237.85803237858033,237.3100871731009,233.00954753009543,269327.0,"40,761",15.1,268346.0,"37,923",14.1,265176.0,"37,734",14.2,264046.0,"38,092",14.4,-981.0,-0.36424123834595434,-3170.0,-1.1813106958926056,-1130.0,-99.8,-4527.666666666667,-34.812218600905226,1.2370278123703145,0.5227886740816245,-0.5479452054794365,-0.23036649214660088,-4.3005396430054645,-1.8122026308424637,-0.7444306074442768,-0.31164536167913093,-1.0,-6.622516556291387,0.09999999999999964,0.7092198581560183,0.20000000000000107,1.408450704225345,-0.8333333333333334,-5.443813130060254,Northeast
398,2016,New Jersey,Burlington,1,4,0,4,7.35,4315.374149659864,4277.6870748299325,4277.823129251701,4292.380952380952,437260.0,"31,331",7.2,437201.0,"33,675",7.7,436410.0,"27,083",6.2,436539.0,"28,202",6.5,-59.0,-0.013493116223756374,-791.0,-0.18092364839054653,129.0,0.029559359318071188,-807.0,-0.1845636448416125,-37.68707482993159,-0.8733211425688836,0.13605442176867655,0.0031805604147479016,0.0,0.0,-37.55102040816291,-0.8701405821541357,0.5,6.944444444444443,-1.5,-19.480519480519476,0.2999999999999998,4.838709677419345,-0.9,-10.923171810268585,Northeast
399,2016,New Jersey,Cumberland,1,5,0,5,143.07,325.854476829524,324.62430977843013,321.2693087299923,319.15146431816595,144988.0,"28,287",19.5,143842.0,"24,740",17.2,142953.0,"26,321",18.4,142282.0,"26,129",18.4,-1146.0,-0.7904102408475211,-889.0,-0.6180392374966885,-671.0,-99.8,-2258.6666666666665,-34.675116145010875,-1.230167051093872,-0.3775203775203835,-3.3550010484378276,-1.0335027129446246,-2.117844411826354,-0.6592115568705879,-5.291116236807151,-1.6307602760885374,-2.3000000000000007,-11.794871794871796,1.1999999999999993,6.976744186046503,0.0,0.0,-1.1000000000000014,-4.818127608825293,Northeast
400,2016,New Jersey,Essex,3,13,2,15,4.64,11024.784482758621,11439.655172413792,11601.724137931034,11492.025862068966,777220.0,"130,059",16.7,778636.0,"131,125",16.8,778341.0,"126,492",16.3,789507.0,"123,806",15.7,1416.0,0.18218779753480874,-295.0,-0.037886766088391255,11166.0,1.4345897235273526,4843.0,0.6224976059555349,414.8706896551703,3.7630730133906525,162.06896551724276,1.4167294649585642,-109.69827586206884,-0.9455342547183818,540.3735632183901,4.86462439344309,0.10000000000000142,0.5988023952096029,-0.5,-2.9761904761904816,-0.6000000000000014,-3.6809815950920353,-0.5999999999999991,-3.604381946011557,Northeast
401,2017,New Jersey,Essex,4,11,5,16,4.64,11024.784482758621,11439.655172413792,11601.724137931034,11492.025862068966,777220.0,"130,059",16.7,778636.0,"131,125",16.8,778341.0,"126,492",16.3,789507.0,"123,806",15.7,1416.0,0.18218779753480874,-295.0,-0.037886766088391255,11166.0,1.4345897235273526,4843.0,0.6224976059555349,414.8706896551703,3.7630730133906525,162.06896551724276,1.4167294649585642,-109.69827586206884,-0.9455342547183818,540.3735632183901,4.86462439344309,0.10000000000000142,0.5988023952096029,-0.5,-2.9761904761904816,-0.6000000000000014,-3.6809815950920353,-0.5999999999999991,-3.604381946011557,Northeast
402,2017,New Jersey,Atlantic,1,3,1,4,120.45,236.62100456621002,237.85803237858033,237.3100871731009,233.00954753009543,269327.0,"40,761",15.1,268346.0,"37,923",14.1,265176.0,"37,734",14.2,264046.0,"38,092",14.4,-981.0,-0.36424123834595434,-3170.0,-1.1813106958926056,-1130.0,-99.8,-4527.666666666667,-34.812218600905226,1.2370278123703145,0.5227886740816245,-0.5479452054794365,-0.23036649214660088,-4.3005396430054645,-1.8122026308424637,-0.7444306074442768,-0.31164536167913093,-1.0,-6.622516556291387,0.09999999999999964,0.7092198581560183,0.20000000000000107,1.408450704225345,-0.8333333333333334,-5.443813130060254,Northeast
403,2014,New Jersey,Essex,2,9,1,10,4.64,11024.784482758621,11439.655172413792,11601.724137931034,11492.025862068966,777220.0,"130,059",16.7,778636.0,"131,125",16.8,778341.0,"126,492",16.3,789507.0,"123,806",15.7,1416.0,0.18218779753480874,-295.0,-0.037886766088391255,11166.0,1.4345897235273526,4843.0,0.6224976059555349,414.8706896551703,3.7630730133906525,162.06896551724276,1.4167294649585642,-109.69827586206884,-0.9455342547183818,540.3735632183901,4.86462439344309,0.10000000000000142,0.5988023952096029,-0.5,-2.9761904761904816,-0.6000000000000014,-3.6809815950920353,-0.5999999999999991,-3.604381946011557,Northeast
404,2015,New Jersey,Essex,4,13,3,16,4.64,11024.784482758621,11439.655172413792,11601.724137931034,11492.025862068966,777220.0,"130,059",16.7,778636.0,"131,125",16.8,778341.0,"126,492",16.3,789507.0,"123,806",15.7,1416.0,0.18218779753480874,-295.0,-0.037886766088391255,11166.0,1.4345897235273526,4843.0,0.6224976059555349,414.8706896551703,3.7630730133906525,162.06896551724276,1.4167294649585642,-109.69827586206884,-0.9455342547183818,540.3735632183901,4.86462439344309,0.10000000000000142,0.5988023952096029,-0.5,-2.9761904761904816,-0.6000000000000014,-3.6809815950920353,-0.5999999999999991,-3.604381946011557,Northeast
405,2015,New Jersey,Hudson,2,8,0,8,5.81,10791.394148020654,10919.104991394148,10941.135972461274,11399.139414802066,660143.0,"117,129",17.7,665800.0,"117,828",17.7,669065.0,"104,660",15.6,682524.0,"96,125",14.1,5657.0,0.856935542753618,3265.0,0.4903875037548744,13459.0,2.01161322143588,13408.333333333332,2.0178607869871192,127.71084337349384,1.1834508277776052,22.03098106712605,0.2017654476670998,0.0,0.0,149.7418244406199,1.385216275444705,0.0,0.0,-2.0999999999999996,-11.864406779661024,-1.5,-9.615384615384613,-2.5999999999999996,-15.069534984789229,Northeast
406,2015,New Jersey,None,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Northeast
407,2015,New Jersey,Passaic,1,3,1,4,0.2,11845.0,12720.0,14040.0,13365.0,498640.0,"90,553",18.2,500680.0,"86,457",17.3,497820.0,"85,671",17.2,502332.0,"82,865",16.5,2040.0,0.40911278678004237,-2860.0,-0.5712231365343143,4512.0,0.9063516933831579,684.0,0.14000688137344736,875.0,7.387083157450405,1320.0,10.377358490566053,-675.0,-4.807692307692307,1970.0,16.161877545452356,-0.8999999999999986,-4.945054945054935,-0.10000000000000142,-0.5780346820809257,-0.6999999999999993,-4.0697674418604635,-1.2333333333333332,-6.879678774422682,Northeast
408,2015,New Jersey,Camden,1,3,1,4,2.6,11269.230769230771,11185.0,10984.23076923077,10949.615384615385,503624.0,"65,551",13.0,503517.0,"65,805",13.1,502527.0,"60,385",12.0,503260.0,"58,696",11.7,-107.0,-0.021246008927306548,-990.0,-0.19661699604978367,733.0,0.1458628093614891,-852.6666666666666,-0.1692420685232605,-84.23076923077133,-0.7474402730375544,-200.7692307692305,-1.7949864172483672,-34.615384615384755,-0.31513708463181445,-296.5384615384634,-2.647472385163193,0.09999999999999964,0.7692307692307736,-1.0999999999999996,-8.396946564885496,-0.3000000000000007,-2.5,-1.1000000000000003,-8.461049128988057,Northeast
409,2014,New Jersey,None,1,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Northeast
410,2014,New Jersey,Passaic,1,6,0,6,0.2,11845.0,12720.0,14040.0,13365.0,498640.0,"90,553",18.2,500680.0,"86,457",17.3,497820.0,"85,671",17.2,502332.0,"82,865",16.5,2040.0,0.40911278678004237,-2860.0,-0.5712231365343143,4512.0,0.9063516933831579,684.0,0.14000688137344736,875.0,7.387083157450405,1320.0,10.377358490566053,-675.0,-4.807692307692307,1970.0,16.161877545452356,-0.8999999999999986,-4.945054945054935,-0.10000000000000142,-0.5780346820809257,-0.6999999999999993,-4.0697674418604635,-1.2333333333333332,-6.879678774422682,Northeast
411,2014,New Jersey,Union,2,7,1,8,1.82,7670.32967032967,7661.538461538461,7624.725274725273,7709.340659340659,546034.0,"60,679",11.1,548859.0,"58,384",10.6,548808.0,"58,425",10.6,557057.0,"52,052",9.3,2825.0,0.5173670504034646,-51.0,-0.009292003957298789,8249.0,1.5030757569131765,5523.666666666666,1.0091002987505582,-8.791208791209101,-0.11461318051576086,-36.81318681318771,-0.48049340218015857,0.0,0.0,-45.604395604396814,-0.5951065826959194,-0.5,-4.504504504504496,0.0,0.0,-1.299999999999999,-12.264150943396217,-0.9333333333333329,-8.592554818969901,Northeast
412,2017,New Mexico,Curry,1,4,2,6,532.07,88.1895239348206,88.67254308643601,88.77215403988197,88.1876444828688,49435.0,"9,472",19.2,48845.0,"10,597",21.7,48678.0,"9,216",18.9,48157.0,"9,114",18.9,-590.0,-1.1934863962779474,-167.0,-0.3418978401064692,-521.0,-99.8,-930.6666666666666,-34.80205090305108,0.48301915161540876,0.5477058159111863,0.0996109534459606,0.11233573548112474,-0.5845095570131633,-0.6584379565134526,0.38779358605698155,0.44056223255449345,2.5,13.020833333333329,-2.8000000000000007,-12.903225806451616,0.0,0.0,-0.3000000000000007,0.11760752688171294,Southwest
413,2015,New Mexico,Bernalillo,1,6,1,7,10.56,2412.5,2420.6439393939395,2368.844696969697,2366.2878787878785,665008.0,"124,091",18.7,665940.0,"126,614",19.0,665935.0,"107,909",16.2,665058.0,"97,103",14.6,932.0,0.14014868994055973,-5.0,-0.0007508183920492684,-877.0,-99.8,634.6666666666667,-33.127268795118155,8.14393939393949,0.3375726173653817,-51.79924242424249,-2.1398951568734788,-2.556818181818471,-0.10793523885669742,-44.50757575757583,-1.8383009524603295,0.3000000000000007,1.6042780748663148,-2.8000000000000007,-14.736842105263165,-1.5999999999999996,-9.876543209876544,-3.033333333333333,-16.424745100355697,Southwest
414,2014,New Mexico,Bernalillo,1,3,1,4,10.56,2412.5,2420.6439393939395,2368.844696969697,2366.2878787878785,665008.0,"124,091",18.7,665940.0,"126,614",19.0,665935.0,"107,909",16.2,665058.0,"97,103",14.6,932.0,0.14014868994055973,-5.0,-0.0007508183920492684,-877.0,-99.8,634.6666666666667,-33.127268795118155,8.14393939393949,0.3375726173653817,-51.79924242424249,-2.1398951568734788,-2.556818181818471,-0.10793523885669742,-44.50757575757583,-1.8383009524603295,0.3000000000000007,1.6042780748663148,-2.8000000000000007,-14.736842105263165,-1.5999999999999996,-9.876543209876544,-3.033333333333333,-16.424745100355697,Southwest
415,2016,New Mexico,Chaves,1,0,5,5,2288.94,11.320087027182886,11.39042526234851,11.524548480956248,11.58003267888193,64174.0,"14,988",23.4,64042.0,"13,499",21.1,63529.0,"13,974",22.0,63032.0,"11,885",18.9,-132.0,-0.20569077819678228,-513.0,-0.8010368195871393,-497.0,-99.8,-810.6666666666666,-34.27339426445059,0.07033823516562343,0.6213577245185462,0.1341232186077388,1.1775084381712162,0.0,0.0,0.20446145377336222,1.7988661626897624,-2.299999999999997,-9.829059829059815,0.8999999999999986,4.2654028436018905,-3.1000000000000014,-14.090909090909093,-2.4333333333333327,-10.260626682427624,Southwest
416,2016,New Mexico,Bernalillo,3,7,6,13,10.56,2412.5,2420.6439393939395,2368.844696969697,2366.2878787878785,665008.0,"124,091",18.7,665940.0,"126,614",19.0,665935.0,"107,909",16.2,665058.0,"97,103",14.6,932.0,0.14014868994055973,-5.0,-0.0007508183920492684,-877.0,-99.8,634.6666666666667,-33.127268795118155,8.14393939393949,0.3375726173653817,-51.79924242424249,-2.1398951568734788,-2.556818181818471,-0.10793523885669742,-44.50757575757583,-1.8383009524603295,0.3000000000000007,1.6042780748663148,-2.8000000000000007,-14.736842105263165,-1.5999999999999996,-9.876543209876544,-3.033333333333333,-16.424745100355697,Southwest
417,2015,New Mexico,Chaves,1,1,3,4,2288.94,11.320087027182886,11.39042526234851,11.524548480956248,11.58003267888193,64174.0,"14,988",23.4,64042.0,"13,499",21.1,63529.0,"13,974",22.0,63032.0,"11,885",18.9,-132.0,-0.20569077819678228,-513.0,-0.8010368195871393,-497.0,-99.8,-810.6666666666666,-34.27339426445059,0.07033823516562343,0.6213577245185462,0.1341232186077388,1.1775084381712162,0.0,0.0,0.20446145377336222,1.7988661626897624,-2.299999999999997,-9.829059829059815,0.8999999999999986,4.2654028436018905,-3.1000000000000014,-14.090909090909093,-2.4333333333333327,-10.260626682427624,Southwest
418,2017,New Mexico,Rio Arriba,1,0,5,5,77.76,3.742283950617284,1.877572016460905,1.3117283950617282,0.2700617283950617,39490.0,"9,503",24.1,39165.0,"9,486",24.2,39719.0,"8,953",22.5,38793.0,"11,221",28.9,-325.0,-0.8229931628260374,554.0,1.4145282777990644,-926.0,-99.8,-79.66666666666669,-32.67513155169364,-1.864711934156379,-49.82817869415809,-0.5658436213991769,-30.13698630136986,-1.0416666666666665,-79.41176470588235,-2.777777777777778,-106.43575323082206,0.09999999999999787,0.4149377593360981,-1.6999999999999993,-7.024793388429757,6.399999999999999,28.44444444444443,0.5333333333333314,2.871625852387817,Southwest
419,2015,New York,Bronx,2,11,0,11,1.06,66995.28301886794,69587.7358490566,69820.75471698113,71384.90566037735,1400255.0,"440,989",31.5,1418250.0,"430,291",30.3,1418238.0,"405,516",28.6,1434186.0,"400,473",27.9,17995.0,1.2851230668699714,-12.0,-0.0008461131676398281,15948.0,1.1244939142795545,23299.0,1.659108258462183,2592.4528301886603,3.869605013025378,233.01886792453297,0.33485622873257626,0.0,0.0,2825.4716981131933,4.204461241757954,-1.1999999999999993,-3.80952380952381,-1.6999999999999993,-5.61056105610561,-0.7000000000000028,-2.4475524475524537,-3.133333333333333,-10.235935681480237,Northeast
420,2015,New York,Kings,5,25,3,28,3.6,27142.777777777777,27298.888888888887,27791.388888888887,27953.61111111111,2595041.0,"607,086",23.4,2610863.0,"581,684",22.3,2602147.0,"535,092",20.6,2622531.0,"518,422",19.8,15822.0,0.6097013496125783,-8716.0,-0.33383597683985045,20384.0,0.783353131087523,13900.666666666668,0.5369830831352356,156.1111111111095,0.575147880549352,492.5,1.804102731083887,0.0,0.0,648.6111111111095,2.379250611633239,-1.0999999999999979,-4.700854700854691,-1.6999999999999993,-7.623318385650222,-0.8000000000000007,-3.883495145631059,-3.066666666666664,-13.618671468381933,Northeast
421,2015,New York,New York,3,12,1,13,0.57,55850.87719298246,53907.017543859656,55200.00000000001,55778.94736842107,1585668.0,"280,877",17.7,1593702.0,"280,715",17.6,1592914.0,"274,651",17.2,1614170.0,"262,605",16.3,8034.0,0.5066634377435975,-788.0,-0.04944462641070402,21256.0,1.3344097672567443,14331.333333333332,0.9020220670851415,-1943.8596491228018,-3.480446049945016,1292.9824561403511,2.398541998893492,0.0,0.0,-650.8771929824507,-1.0819040510515237,-0.09999999999999787,-0.5649717514124148,-0.40000000000000213,-2.2727272727272805,-0.8999999999999986,-5.2325581395348735,-0.7999999999999996,-4.58188507065132,Northeast
422,2015,New York,Onondaga,2,10,0,10,4.57,6106.126914660831,6069.365426695842,6087.964989059081,6122.5382932166285,451959.0,"72,873",16.1,452088.0,"66,114",14.6,449895.0,"65,822",14.6,449107.0,"61,647",13.7,129.0,0.02854241203293384,-2193.0,-0.48508255029993563,-788.0,-99.8,-2326.6666666666665,-33.72320680493367,-36.7614879649891,-0.6020426446873302,18.599562363238874,0.30644986840681554,0.0,0.0,-18.161925601750227,-0.2955927762805146,-1.5000000000000018,-9.316770186335404,0.0,0.0,-0.9000000000000004,-6.164383561643831,-1.8000000000000018,-11.371564706883348,Northeast
423,2015,New York,Orange,1,5,0,5,34.72,1581.307603686636,1583.4965437788019,1572.926267281106,1582.315668202765,365637.0,"49,122",13.4,367321.0,"44,395",12.1,368757.0,"46,624",12.6,371801.0,"40,379",10.9,1684.0,0.46056608056623816,1436.0,0.39093871572819694,3044.0,0.8254758553735968,4134.666666666667,1.1266634147523007,2.1889400921659217,0.1384259512230699,-10.570276497695886,-0.66752760144783,0.0,0.0,-8.381336405529964,-0.5291016502247601,-1.3000000000000007,-9.701492537313442,0.5,4.132231404958688,-1.6999999999999993,-13.492063492063494,-1.3666666666666671,-10.06661562970925,Northeast
424,2015,New York,Queens,1,1,4,5,1.63,22546.625766871166,24115.337423312885,24483.43558282209,24090.184049079755,2295508.0,"352,481",15.4,2313637.0,"320,712",13.9,2306541.0,"307,866",13.3,2332646.0,"285,222",12.2,18129.0,0.789759826583051,-7096.0,-0.30670325552367217,26105.0,1.131781312363401,19734.666666666664,0.8603170085138458,1568.7116564417192,6.9576338058828355,368.0981595092053,1.5264068383026483,-393.2515337423356,-1.606194246767572,1805.725971370146,7.948642561929627,-1.5,-9.740259740259745,-0.5999999999999996,-4.3165467625899225,-1.1000000000000014,-8.270676691729335,-2.466666666666667,-16.81369873342611,Northeast
425,2015,New York,Erie,2,7,2,9,4.92,8086.585365853658,8028.658536585366,8019.918699186992,8147.967479674798,896953.0,"136,135",15.2,896928.0,"139,581",15.6,895223.0,"126,912",14.2,899937.0,"130,831",14.5,-25.0,-0.0027872140457674277,-1705.0,-0.19009329622890903,4714.0,0.5265727086994048,-158.66666666666674,-0.017356274041541525,-57.92682926829184,-0.7163323782234841,-8.73983739837422,-0.10885800359484676,0.0,0.0,-66.66666666666606,-0.8251903818183308,0.40000000000000036,2.631578947368425,-1.4000000000000004,-8.974358974358978,0.3000000000000007,2.1126760563380316,-0.8999999999999998,-5.638554674877876,Northeast
426,2014,New York,Rensselaer,1,5,0,5,54.89,969.5390781563126,964.2557842958644,968.6281654217527,970.5775186737112,153997.0,"19,990",13.0,154485.0,"18,537",12.0,154322.0,"17,978",11.6,153994.0,"17,698",11.5,488.0,0.3168892900511082,-163.0,-0.10551186199306528,-328.0,-99.8,215.66666666666669,-33.05528923860862,-5.283293860448225,-0.5449284076816241,4.372381125888296,0.45344619105200934,0.0,0.0,-0.910912734559929,-0.09148221662961475,-1.0,-7.692307692307693,-0.40000000000000036,-3.3333333333333286,-0.09999999999999964,-0.8620689655172384,-1.4333333333333336,-11.3129973474801,Northeast
427,2014,New York,New York,1,4,0,4,0.57,55850.87719298246,53907.017543859656,55200.00000000001,55778.94736842107,1585668.0,"280,877",17.7,1593702.0,"280,715",17.6,1592914.0,"274,651",17.2,1614170.0,"262,605",16.3,8034.0,0.5066634377435975,-788.0,-0.04944462641070402,21256.0,1.3344097672567443,14331.333333333332,0.9020220670851415,-1943.8596491228018,-3.480446049945016,1292.9824561403511,2.398541998893492,0.0,0.0,-650.8771929824507,-1.0819040510515237,-0.09999999999999787,-0.5649717514124148,-0.40000000000000213,-2.2727272727272805,-0.8999999999999986,-5.2325581395348735,-0.7999999999999996,-4.58188507065132,Northeast
428,2014,New York,Oneida,1,5,0,5,8.75,4395.885714285714,4394.857142857143,4385.828571428571,4390.285714285715,220442.0,"38,971",17.7,220001.0,"39,680",18.0,218780.0,"35,553",16.3,218961.0,"35,154",16.1,-441.0,-0.2000526215512508,-1221.0,-0.5549974772841892,181.0,0.08273151110704191,-1601.6666666666667,-0.7274729284664261,-1.0285714285710128,-0.023398502495837192,-9.028571428571922,-0.20543492393707652,0.0,0.0,-10.057142857142935,-0.2288334264329137,0.3000000000000007,1.6949152542372872,-1.6999999999999993,-9.444444444444443,-0.1999999999999993,-1.2269938650306642,-1.466666666666665,-8.158527145217377,Northeast
429,2017,New York,Suffolk,1,4,0,4,4.77,3220.5450733752623,3270.230607966457,2985.7442348008394,3119.496855345912,1474410.0,"113,319",7.7,1473493.0,"114,849",7.8,1464556.0,"111,341",7.6,1465198.0,"102,014",7.0,-917.0,-0.06219436927312927,-8937.0,-0.6065179814223711,642.0,0.04383581098980471,-9640.0,-0.6541004136988988,49.68553459119448,1.5427678687670863,-284.48637316561735,-8.699275594589366,0.0,0.0,-234.80083857442287,-7.15650772582228,0.09999999999999964,1.298701298701289,-0.20000000000000018,-2.564102564102569,-0.5999999999999996,-7.89473684210526,-0.3000000000000004,-3.8969802127697,Northeast
