,Year,State,County,Incidents,Injured,Killed,Victims,Land Area,Density 2014,Density 2015,Density 2016,Density 2017,Population 2014,Poverty Count 2014,Poverty Rate 2014,Population 2015,Poverty Count 2015,Poverty Rate 2015,Population 2016,Poverty Count 2016,Poverty Rate 2016,Population 2017,Poverty Count 2017,Poverty Rate 2017,Pop Change 1,Pop Change 1 (%),Pop Change 2,Pop Change 2 (%),Pop Change 3,Pop Change 3 (%),Pop Change Avg,Pop Change Avg (%),Den Change 1,Den Change 1 (%),Den Change 2,Den Change 2 (%),Den Change 3,Den Change 3 (%),Den Change Avg,Den Change Avg (%),Poverty Rate Change 1,Poverty Rate Change 1 (%),Poverty Rate Change 2,Poverty Rate Change 2 (%),Poverty Rate Change 3,Poverty Rate Change 3 (%),Poverty Rate Change Avg,Poverty Rate Change Avg (%),Region
172,2015,Georgia,Habersham,1,2,3,5,172.25,71.55878084179972,70.15384615384616,70.30478955007257,71.33817126269956,41283.0,"6,320",15.3,41458.0,"6,891",16.6,41711.0,"6,500",15.6,42002.0,"5,585",13.3,175.0,0.4239033016011433,253.0,0.6102561628636352,291.0,0.6976576922154862,525.0,1.2667120285366071,-1.4049346879535562,-1.9633295472984003,0.15094339622640973,0.2151605428665846,0.0,0.0,-1.2539912917271465,-1.7481690044318157,1.3000000000000007,8.496732026143803,-1.0000000000000018,-6.02409638554218,-2.299999999999999,-14.743589743589737,-0.46666666666666734,-2.4418942739282885,Southeast
173,2015,Georgia,Meriwether,1,10,0,10,144.53,29.18425240434512,27.419912820867637,27.101639797965824,26.45817477340345,20919.0,"4,931",23.6,20916.0,"4,623",22.1,20797.0,"4,417",21.2,20768.0,"4,139",19.9,-3.0,-0.01434102968592299,-119.0,-0.5689424364123141,-29.0,-99.8,-131.66666666666666,-33.8499501327649,-1.7643395834774829,-6.045519203413946,-0.31827302290181336,-1.160736815543757,-0.6434650245623743,-2.3742660199131933,-2.2971009479000877,-7.997678025595434,-1.5,-6.355932203389827,-0.9000000000000021,-4.072398190045263,-1.3000000000000007,-6.132075471698116,-2.8333333333333357,-12.472355550667794,Southeast
174,2015,Georgia,Muscogee,1,5,0,5,28.83,1143.3229275060698,1159.1744710371142,1166.9441553936872,1192.7506070065906,193102.0,"42,237",21.9,192329.0,"42,678",22.2,190568.0,"41,006",21.5,187703.0,"42,476",22.6,-773.0,-0.4003065737278746,-1761.0,-0.9156185494647104,-2865.0,-99.8,-3489.0,-34.58259178985925,15.851543531044399,1.3864449972696065,7.769684356572952,0.6702773871151209,0.0,0.0,23.62122788761735,2.0567223843847273,0.3000000000000007,1.3698630136986338,-0.6999999999999993,-3.1531531531531556,1.1000000000000014,5.116279069767444,-0.03333333333333144,-0.07786378286537388,Southeast
175,2015,Georgia,Dekalb,2,7,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
176,2015,Georgia,None,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
177,2015,Georgia,Troup,1,0,4,4,139.59,202.57898130238559,203.9042911383337,210.78157461136183,216.49115266136542,67083.0,"13,099",19.5,67388.0,"13,006",19.3,67572.0,"13,731",20.3,67421.0,"14,566",21.6,305.0,0.4546606442764869,184.0,0.27304564610911086,-151.0,-99.8,438.6666666666667,-32.53896037628107,1.3253098359481044,0.6542188273569423,6.877283473028143,3.3727997751466887,0.0,0.0,8.202593308976247,4.027018602503631,-0.1999999999999993,-1.025641025641022,1.0,5.181347150259057,1.3000000000000007,6.403940886699516,1.2333333333333343,6.290353086851207,Southeast
178,2014,Georgia,Johnson,1,6,0,6,170.8,42.400468384074934,42.02576112412178,40.79625292740047,39.531615925058546,7948.0,"2,418",30.4,7851.0,"2,372",30.2,7758.0,"2,277",29.4,8047.0,"2,333",29.0,-97.0,-1.220432813286365,-93.0,-1.1845624761176907,289.0,3.7251869038412053,-93.66666666666667,-1.1632663214569874,-0.3747072599531549,-0.8837337752001986,-1.2295081967213122,-2.92560601838953,-1.264637002341921,-3.0998851894374297,-2.025761124121774,-4.842634856735539,-0.1999999999999993,-0.6578947368420955,-0.8000000000000007,-2.649006622516552,-0.3999999999999986,-1.360544217687064,-1.1333333333333329,-3.760416098587669,Southeast
179,2014,Georgia,Gwinnett,1,2,3,5,42.55,1666.0634547591073,1691.1868390129264,1737.1797884841365,1758.0258519388956,870439.0,"116,888",13.4,888463.0,"112,026",12.6,899907.0,"102,033",11.3,912553.0,"97,757",10.7,18024.0,2.0706792779275673,11444.0,1.2880671451709418,12646.0,1.4052563209309312,33683.333333333336,3.8271651967421527,25.12338425381904,1.5079488228406888,45.99294947121007,2.7195664257920953,0.0,0.0,71.11633372502911,4.227515248632784,-0.8000000000000007,-5.97014925373135,-1.299999999999999,-10.317460317460316,-0.6000000000000014,-5.30973451327435,-2.3000000000000003,-18.05752107561645,Southeast
180,2014,Georgia,Fulton,6,23,5,28,37.02,1610.8319827120474,1648.0280929227442,1715.1809832522958,1746.4073473797946,965765.0,"168,027",17.4,979383.0,"156,705",16.0,993470.0,"159,400",16.0,1009694.0,"149,652",14.8,13618.0,1.4100738792563305,14087.0,1.438354555878547,16224.0,1.6330639073147637,33113.0,3.3927830709064657,37.196110210696816,2.3091241426726867,67.15289032955161,4.074741845599078,0.0,0.0,104.34900054024843,6.383865988271765,-1.3999999999999986,-8.045977011494244,0.0,0.0,-1.1999999999999993,-7.5,-1.7999999999999983,-10.545977011494244,Southeast
181,2014,Georgia,Dekalb,2,6,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
182,2014,Georgia,Cobb,2,9,3,12,22.57,2342.534337616305,2392.379264510412,2396.012405848471,2462.250775365529,720384.0,"93,604",13.0,732187.0,"83,213",11.4,737367.0,"73,446",10.0,744869.0,"71,120",9.5,11803.0,1.6384317253020697,5180.0,0.7074695398852953,7502.0,1.0174038165526866,19483.666666666668,2.6850358707049273,49.844926894107175,2.127820544343777,3.6331413380589765,0.15186310097041655,0.0,0.0,53.47806823216615,2.2796836453141935,-1.5999999999999996,-12.307692307692307,-1.4000000000000004,-12.280701754385973,-0.5,-5.0,-3.1666666666666665,-26.255060728744947,Southeast
183,2014,Georgia,Burke,1,4,0,4,359.67,39.98109378040982,39.7086217921984,39.97553312758918,39.21650401757165,22376.0,"6,968",31.1,22421.0,"5,629",25.1,22389.0,"5,986",26.7,22189.0,"5,121",23.1,45.0,0.2011083303539607,-32.0,-0.14272333972614604,-200.0,-99.8,-53.66666666666667,-33.20828167603885,-0.2724719882114215,-0.6815020862308927,0.2669113353907804,0.6721747654390384,-0.7590291100175293,-1.8987341772152178,-0.25857035615981755,-0.6422387131969268,-6.0,-19.292604501607713,1.5999999999999979,6.374501992031867,-3.599999999999998,-13.483146067415717,-5.600000000000001,-17.412484532047753,Southeast
184,2014,Georgia,Bibb,1,5,0,5,10.64,819.6428571428571,821.1466165413533,824.6240601503758,761.9360902255638,147859.0,"41,742",28.2,147557.0,"39,343",26.7,146596.0,"38,547",26.3,146799.0,"36,728",25.0,-302.0,-0.2042486422875811,-961.0,-0.651273745061232,203.0,0.13847581107259543,-1195.3333333333333,-0.809363783657948,1.503759398496186,0.18346519894507196,3.4774436090225436,0.4234863225363483,-62.68796992481202,-7.602005926601322,-15.91478696741861,-1.9270504540523539,-1.5,-5.319148936170208,-0.3999999999999986,-1.498127340823956,-1.3000000000000007,-4.942965779467684,-2.333333333333332,-8.464931536816726,Southeast
185,2015,Georgia,Rockdale,1,2,3,5,28.36,899.01269393512,914.9153737658676,933.9562764456982,964.5275035260933,86779.0,"14,983",17.3,87862.0,"14,009",15.9,88320.0,"12,943",14.7,89242.0,"12,585",14.1,1083.0,1.2479977874831434,458.0,0.5212719947189868,922.0,1.0439311594202962,1848.3333333333333,2.117246835342229,15.902679830747616,1.7689049262629624,19.04090267983065,2.0811654526534653,0.0,0.0,34.94358251057827,3.8500703789164277,-1.4000000000000004,-8.09248554913296,-1.200000000000001,-7.547169811320771,-0.5999999999999996,-4.08163265306122,-2.800000000000001,-17.000199578140805,Southeast
186,2015,Georgia,Chatham,4,16,2,18,4.78,4189.748953974895,4312.13389121339,4237.029288702929,4220.083682008368,269434.0,"48,234",17.9,273178.0,"48,579",17.8,275383.0,"45,636",16.6,276189.0,"45,057",16.3,3744.0,1.389579637313787,2205.0,0.8071660236182936,806.0,0.2926832811030522,6217.666666666667,2.294306754633098,122.38493723849479,2.92105657362562,-75.10460251046061,-1.7417038618280714,-16.94560669456132,-0.39994074951860625,41.6317991631804,1.04603912862468,-0.09999999999999787,-0.5586592178770786,-1.1999999999999993,-6.741573033707866,-0.3000000000000007,-1.8072289156626482,-1.3999999999999975,-7.902641890139161,Southeast
187,2016,Georgia,Columbia,1,0,6,6,132.46,42.86577079873169,42.465650007549456,46.37626453268911,43.43197946549902,138307.0,"13,098",9.5,143078.0,"13,355",9.3,146522.0,"10,512",7.2,150527.0,"9,942",6.6,4771.0,3.4495723282263384,3444.0,2.4070786563972035,4005.0,2.733377922769293,9550.0,6.767776958879973,-0.400120791182232,-0.9334272631207909,3.910614525139657,9.208888888888865,-2.944285067190094,-6.348689565358939,2.5290653782273935,6.159231770648427,-0.1999999999999993,-2.1052631578947256,-2.1000000000000005,-22.58064516129032,-0.6000000000000005,-8.333333333333343,-2.5,-27.463686096962828,Southeast
188,2016,Georgia,Fulton,2,8,0,8,37.02,1610.8319827120474,1648.0280929227442,1715.1809832522958,1746.4073473797946,965765.0,"168,027",17.4,979383.0,"156,705",16.0,993470.0,"159,400",16.0,1009694.0,"149,652",14.8,13618.0,1.4100738792563305,14087.0,1.438354555878547,16224.0,1.6330639073147637,33113.0,3.3927830709064657,37.196110210696816,2.3091241426726867,67.15289032955161,4.074741845599078,0.0,0.0,104.34900054024843,6.383865988271765,-1.3999999999999986,-8.045977011494244,0.0,0.0,-1.1999999999999993,-7.5,-1.7999999999999983,-10.545977011494244,Southeast
189,2016,Georgia,None,5,22,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
190,2017,Georgia,Dougherty,1,3,2,5,18.76,1361.5138592750532,1391.9509594882727,1371.6950959488272,1351.6524520255862,88727.0,"28,119",31.7,87880.0,"25,847",29.4,86631.0,"26,389",30.5,86301.0,"24,373",28.2,-847.0,-0.9546135900007897,-1249.0,-1.4212562585343704,-330.0,-99.8,-2206.0,-35.642536515201826,30.437100213219537,2.235533630882472,-20.2558635394455,-1.4552138781449742,-20.04264392324103,-1.4611588233008206,3.5003553660270272,0.2932668116372241,-2.3000000000000007,-7.255520504731862,1.1000000000000014,3.741496598639472,-2.3000000000000007,-7.54098360655739,-1.9666666666666663,-6.027685108278186,Southeast
191,2017,Georgia,Fulton,4,12,7,19,37.02,1610.8319827120474,1648.0280929227442,1715.1809832522958,1746.4073473797946,965765.0,"168,027",17.4,979383.0,"156,705",16.0,993470.0,"159,400",16.0,1009694.0,"149,652",14.8,13618.0,1.4100738792563305,14087.0,1.438354555878547,16224.0,1.6330639073147637,33113.0,3.3927830709064657,37.196110210696816,2.3091241426726867,67.15289032955161,4.074741845599078,0.0,0.0,104.34900054024843,6.383865988271765,-1.3999999999999986,-8.045977011494244,0.0,0.0,-1.1999999999999993,-7.5,-1.7999999999999983,-10.545977011494244,Southeast
192,2017,Georgia,Muscogee,2,11,0,11,28.83,1143.3229275060698,1159.1744710371142,1166.9441553936872,1192.7506070065906,193102.0,"42,237",21.9,192329.0,"42,678",22.2,190568.0,"41,006",21.5,187703.0,"42,476",22.6,-773.0,-0.4003065737278746,-1761.0,-0.9156185494647104,-2865.0,-99.8,-3489.0,-34.58259178985925,15.851543531044399,1.3864449972696065,7.769684356572952,0.6702773871151209,0.0,0.0,23.62122788761735,2.0567223843847273,0.3000000000000007,1.3698630136986338,-0.6999999999999993,-3.1531531531531556,1.1000000000000014,5.116279069767444,-0.03333333333333144,-0.07786378286537388,Southeast
193,2014,Georgia,None,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
194,2017,Georgia,Chatham,1,4,0,4,4.78,4189.748953974895,4312.13389121339,4237.029288702929,4220.083682008368,269434.0,"48,234",17.9,273178.0,"48,579",17.8,275383.0,"45,636",16.6,276189.0,"45,057",16.3,3744.0,1.389579637313787,2205.0,0.8071660236182936,806.0,0.2926832811030522,6217.666666666667,2.294306754633098,122.38493723849479,2.92105657362562,-75.10460251046061,-1.7417038618280714,-16.94560669456132,-0.39994074951860625,41.6317991631804,1.04603912862468,-0.09999999999999787,-0.5586592178770786,-1.1999999999999993,-6.741573033707866,-0.3000000000000007,-1.8072289156626482,-1.3999999999999975,-7.902641890139161,Southeast
195,2017,Georgia,Clayton,1,6,0,6,32.2,1412.4844720496897,1450.931677018633,1460.3416149068319,1465.4658385093167,262086.0,"60,123",22.9,268433.0,"62,452",23.3,274081.0,"57,057",20.8,279429.0,"45,572",16.3,6347.0,2.4217241668765155,5648.0,2.1040632113041227,5348.0,1.9512479887332574,13777.666666666666,5.176203374425057,38.447204968943424,2.7219559386130214,9.409937888198783,0.6485445205479436,0.0,0.0,47.85714285714221,3.370500459160965,0.40000000000000213,1.7467248908296966,-2.5,-10.72961373390558,-4.5,-21.634615384615387,-3.599999999999998,-16.194427304614347,Southeast
196,2016,Georgia,Dekalb,2,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
197,2016,Georgia,Cook,1,2,2,4,78.64,37.60172939979654,41.149542217700905,40.38657171922686,40.246693794506605,17036.0,"4,438",26.1,16950.0,"4,090",24.1,16990.0,"4,268",25.1,17096.0,"3,637",21.3,-86.0,-0.504813336463954,40.0,0.23598820058995784,106.0,0.623896409652744,-10.666666666666664,-0.06085966598974815,3.547812817904365,9.435238417314821,-0.7629704984740471,-1.8541409147094896,-0.13987792472025262,-0.34634760705291967,2.738216344523567,7.465648300254358,-2.0,-7.662835249042146,1.0,4.1493775933610095,-3.8000000000000007,-15.13944223107569,-2.2666666666666666,-8.559938399373035,Southeast
198,2016,Georgia,Ware,1,2,2,4,13.18,1153.793626707132,1144.4613050075873,1167.9817905918055,1132.8528072837632,33298.0,"9,595",28.8,33201.0,"9,420",28.4,33340.0,"8,501",25.5,33404.0,"7,354",22.0,-97.0,-0.29130878731454857,139.0,0.4186620884913026,64.0,0.19196160767846493,63.33333333333333,0.19134050373624234,-9.332321699544764,-0.8088380351154143,23.52048558421825,2.055157783081384,-35.12898330804228,-3.0076653241522564,2.4785027819927254,0.24376463991521757,-0.40000000000000213,-1.3888888888889,-2.8999999999999986,-10.211267605633793,-3.5,-13.725490196078425,-4.466666666666668,-16.1753198932155,Southeast
199,2016,Georgia,Colquitt,1,0,5,5,127.36,86.29082914572865,87.92399497487438,86.55778894472361,79.56187185929649,45249.0,"11,982",26.5,45057.0,"10,851",24.1,44930.0,"11,252",25.0,45018.0,"11,508",25.6,-192.0,-0.4243187694755761,-127.0,-0.2818651929777758,88.0,0.1958602270198071,-289.6666666666667,-0.6408972201134162,1.6331658291457245,1.8926296633302968,-1.3662060301507637,-1.553848901589589,-6.9959170854271235,-8.082365747460074,-2.0650125628140805,-2.355341154079317,-2.3999999999999986,-9.056603773584897,0.8999999999999986,3.734439834024883,0.6000000000000014,2.4000000000000057,-1.2999999999999996,-4.522163939560012,Southeast
200,2016,Georgia,Clarke,1,7,0,7,23.6,934.8305084745763,957.8389830508473,971.6949152542372,1008.2203389830507,110679.0,"41,889",37.8,112266.0,"42,773",38.1,114534.0,"31,950",27.9,116831.0,"31,067",26.6,1587.0,1.4338763451061283,2268.0,2.0202020202020066,2297.0,2.005518012118685,4620.666666666667,4.122584369347696,23.008474576271055,2.461245580636387,13.855932203389898,1.4465826144658394,0.0,0.0,36.86440677966095,3.9078281951022262,0.30000000000000426,0.7936507936508121,-10.200000000000003,-26.771653543307096,-1.2999999999999972,-4.659498207885292,-10.33333333333333,-27.531168818951382,Southeast
201,2016,Georgia,Butts,1,0,4,4,155.72,145.0809144618546,143.32134600565118,143.6103262265605,146.66709478551246,20994.0,"4,474",21.3,20887.0,"3,959",19.0,21107.0,"3,586",17.0,21294.0,"3,889",18.3,-107.0,-0.5096694293607698,220.0,1.0532867333748328,187.0,0.8859620031269202,175.33333333333334,0.8389379717230365,-1.759568456203425,-1.2128186968838435,0.2889802209093091,0.20163097051705847,0.0,0.0,-1.470588235294116,-1.011187726366785,-2.3000000000000007,-10.798122065727696,-2.0,-10.526315789473685,1.3000000000000007,7.647058823529406,-3.866666666666667,-18.775418247358246,Southeast
202,2014,Georgia,Worth,1,8,0,8,189.87,62.2373202717649,62.37952283141097,63.53821035445304,64.40722599673461,20724.0,"4,692",22.6,20465.0,"4,437",21.7,20514.0,"4,334",21.1,20328.0,"4,383",21.6,-259.0,-1.249758733835165,49.0,0.23943317859760782,-186.0,-99.8,-272.0,-34.27699222190422,0.14220255964607276,0.22848438690022022,1.1586875230420688,1.8574805808848112,0.0,0.0,1.3008900826881415,2.0859649677850314,-0.9000000000000021,-3.9823008849557624,-0.5999999999999979,-2.764976958525338,0.5,2.3696682464454852,-1.3333333333333333,-5.957388427999272,Southeast
203,2014,Georgia,Richmond,1,3,1,4,20.54,808.6173320350536,777.8481012658227,771.6163583252193,801.4118792599804,190761.0,"49,562",26.0,191034.0,"46,401",24.3,190859.0,"48,929",25.6,190394.0,"45,089",23.7,273.0,0.1431110132574389,-175.0,-0.0916067296920886,-465.0,-99.8,-57.0,-33.215162383101315,-30.76923076923083,-3.8051658739237837,-6.2317429406034535,-0.8011516555047677,0.0,0.0,-37.000973709834284,-4.606317529428551,-1.6999999999999993,-6.538461538461533,1.3000000000000007,5.349794238683131,-1.9000000000000021,-7.421875000000014,-1.0333333333333328,-3.6626256331117397,Southeast
204,2016,Georgia,Muscogee,1,4,1,5,28.83,1143.3229275060698,1159.1744710371142,1166.9441553936872,1192.7506070065906,193102.0,"42,237",21.9,192329.0,"42,678",22.2,190568.0,"41,006",21.5,187703.0,"42,476",22.6,-773.0,-0.4003065737278746,-1761.0,-0.9156185494647104,-2865.0,-99.8,-3489.0,-34.58259178985925,15.851543531044399,1.3864449972696065,7.769684356572952,0.6702773871151209,0.0,0.0,23.62122788761735,2.0567223843847273,0.3000000000000007,1.3698630136986338,-0.6999999999999993,-3.1531531531531556,1.1000000000000014,5.116279069767444,-0.03333333333333144,-0.07786378286537388,Southeast
205,2016,Georgia,Houston,1,5,0,5,19.63,1541.4161996943453,1559.1441670911872,1566.072338257769,1554.2536933265412,147101.0,"25,310",17.2,148120.0,"22,510",15.2,150237.0,"22,347",14.9,151580.0,"19,675",13.0,1019.0,0.6927213275232731,2117.0,1.429246556845797,1343.0,0.8939209382508864,3583.6666666666665,2.4199415304526988,17.727967396841905,1.1501090620662495,6.928171166581706,0.44435731555903146,-11.818644931227709,-0.7546678810747522,20.716590253014374,1.3429104172670303,-2.0,-11.627906976744185,-0.29999999999999893,-1.9736842105263008,-1.9000000000000004,-12.75167785234899,-2.9333333333333322,-17.852150471386818,Southeast
206,2016,Illinois,Kankakee,2,5,4,9,66.44,93.96447922937988,93.91932570740518,92.00782661047562,87.50752558699577,106826.0,"15,667",14.7,106351.0,"16,163",15.2,105506.0,"14,958",14.2,105115.0,"15,750",15.0,-475.0,-0.44464830659202903,-845.0,-0.7945388383748195,-391.0,-99.8,-1450.3333333333333,-34.505853811633514,-0.04515352197469724,-0.04805382027869598,-1.9114990969295604,-2.035256410256409,-4.5003010234798495,-4.891215442499615,-3.4567529600642075,-3.7137153780349763,0.5,3.4013605442176953,-1.0,-6.578947368421055,0.8000000000000007,5.633802816901422,-0.23333333333333311,-1.2996525519028854,Midwest
207,2016,Illinois,Winnebago,1,5,1,6,10.56,2758.0492424242425,2666.4772727272725,2591.7613636363635,2620.92803030303,283639.0,"47,864",16.9,282321.0,"41,541",14.7,281161.0,"43,858",15.6,280092.0,"39,766",14.2,-1318.0,-0.4646751680833745,-1160.0,-0.410879814112306,-1069.0,-99.8,-2834.3333333333335,-34.142221648862346,-91.57196969696997,-3.3201716738197433,-74.71590909090901,-2.802045599829526,0.0,0.0,-166.28787878787898,-6.1222172736492695,-2.1999999999999993,-13.017751479289942,0.9000000000000004,6.122448979591837,-1.4000000000000004,-8.974358974358978,-1.7666666666666657,-9.886755491151098,Midwest
208,2014,Illinois,Winnebago,2,4,4,8,10.56,2758.0492424242425,2666.4772727272725,2591.7613636363635,2620.92803030303,283639.0,"47,864",16.9,282321.0,"41,541",14.7,281161.0,"43,858",15.6,280092.0,"39,766",14.2,-1318.0,-0.4646751680833745,-1160.0,-0.410879814112306,-1069.0,-99.8,-2834.3333333333335,-34.142221648862346,-91.57196969696997,-3.3201716738197433,-74.71590909090901,-2.802045599829526,0.0,0.0,-166.28787878787898,-6.1222172736492695,-2.1999999999999993,-13.017751479289942,0.9000000000000004,6.122448979591837,-1.4000000000000004,-8.974358974358978,-1.7666666666666657,-9.886755491151098,Midwest
209,2016,Illinois,None,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Midwest
210,2016,Illinois,Cook,37,141,26,167,7.43,12295.693135935395,12289.367429340513,12337.550471063258,12334.320323014805,5156535.0,"883,001",17.1,5151018.0,"833,241",16.2,5117078.0,"770,091",15.0,5125439.0,"746,194",14.6,-5517.0,-0.10699044998240481,-33940.0,-0.6588988817356096,8361.0,0.1633940307339543,-36670.0,-0.7114246548066964,-6.325706594881922,-0.05144652298125152,48.18304172274475,0.39207096703538014,-3.2301480484529748,-0.02618143736091838,40.780619111711836,0.3318972982671558,-0.9000000000000021,-5.263157894736864,-1.1999999999999993,-7.407407407407405,-0.40000000000000036,-2.6666666666666714,-2.2333333333333347,-13.55945419103316,Midwest
211,2016,Illinois,Champaign,1,3,1,4,6.54,5518.654434250764,5535.779816513761,5574.159021406728,5763.608562691132,191054.0,"43,210",22.6,192759.0,"38,751",20.1,192337.0,"36,364",18.9,193338.0,"37,106",19.2,1705.0,0.8924178504506699,-422.0,-0.2189262239376717,1001.0,0.5204406848396275,1616.6666666666667,0.8469718547928741,17.125382262996936,0.3103180760279258,38.37920489296721,0.6932935587228144,0.0,0.0,55.504587155964145,1.0036116347507402,-2.5,-11.061946902654867,-1.2000000000000028,-5.970149253731364,0.3000000000000007,1.5873015873015817,-3.6000000000000028,-16.502995627285703,Midwest
212,2017,Illinois,Madison,1,4,0,4,6.24,1559.4551282051282,1566.0256410256409,1553.6858974358975,1588.1410256410254,262591.0,"34,436",13.1,262369.0,"33,734",12.9,261959.0,"34,772",13.3,261652.0,"37,768",14.4,-222.0,-0.08454212063627153,-410.0,-0.1562684615941663,-307.0,-99.8,-734.3333333333334,-33.5074772488971,6.570512820512704,0.4213338814099217,-12.33974358974342,-0.7879656160458381,0.0,0.0,-5.769230769230717,-0.3666317346359165,-0.1999999999999993,-1.5267175572518994,0.40000000000000036,3.100775193798455,1.0999999999999996,8.27067669172932,0.5666666666666675,4.330949867122996,Midwest
213,2015,Illinois,Madison,1,6,0,6,6.24,1559.4551282051282,1566.0256410256409,1553.6858974358975,1588.1410256410254,262591.0,"34,436",13.1,262369.0,"33,734",12.9,261959.0,"34,772",13.3,261652.0,"37,768",14.4,-222.0,-0.08454212063627153,-410.0,-0.1562684615941663,-307.0,-99.8,-734.3333333333334,-33.5074772488971,6.570512820512704,0.4213338814099217,-12.33974358974342,-0.7879656160458381,0.0,0.0,-5.769230769230717,-0.3666317346359165,-0.1999999999999993,-1.5267175572518994,0.40000000000000036,3.100775193798455,1.0999999999999996,8.27067669172932,0.5666666666666675,4.330949867122996,Midwest
214,2015,Illinois,None,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Midwest
215,2015,Illinois,Peoria,1,3,1,4,15.79,2013.299556681444,2015.2628245725145,1979.480683977201,1952.6915769474354,181943.0,"30,408",16.7,181060.0,"28,269",15.6,179863.0,"27,254",15.2,177899.0,"27,364",15.4,-883.0,-0.48531682999620784,-1197.0,-0.6611068154202968,-1964.0,-99.8,-2734.6666666666665,-34.41309031208317,1.9632678910704726,0.09751494180561338,-35.78214059531365,-1.775557022092329,-26.789107029765546,-1.3533401586895195,-42.748575047498356,-2.1291554665165555,-1.0999999999999996,-6.58682634730539,-0.40000000000000036,-2.564102564102569,0.20000000000000107,1.3157894736842195,-1.433333333333333,-8.712332420179886,Midwest
216,2015,Illinois,St Clair,1,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Midwest
217,2015,Illinois,Cook,16,64,12,76,7.43,12295.693135935395,12289.367429340513,12337.550471063258,12334.320323014805,5156535.0,"883,001",17.1,5151018.0,"833,241",16.2,5117078.0,"770,091",15.0,5125439.0,"746,194",14.6,-5517.0,-0.10699044998240481,-33940.0,-0.6588988817356096,8361.0,0.1633940307339543,-36670.0,-0.7114246548066964,-6.325706594881922,-0.05144652298125152,48.18304172274475,0.39207096703538014,-3.2301480484529748,-0.02618143736091838,40.780619111711836,0.3318972982671558,-0.9000000000000021,-5.263157894736864,-1.1999999999999993,-7.407407407407405,-0.40000000000000036,-2.6666666666666714,-2.2333333333333347,-13.55945419103316,Midwest
218,2017,Illinois,Whiteside,1,4,0,4,71.13,202.44622522142558,201.01223112610714,200.0,199.49388443694644,55672.0,"6,771",12.2,55899.0,"7,138",12.8,55370.0,"6,586",11.9,54957.0,"7,110",12.9,227.0,0.40774536571346687,-529.0,-0.9463496663625506,-413.0,-99.8,-439.66666666666663,-33.80527096731575,-1.4339940953184396,-0.7083333333333286,-1.0122311261071388,-0.5035669324381047,-0.5061155630535552,-0.2530577815267776,-2.6149304091100967,-1.2962528596136924,0.6000000000000014,4.918032786885249,-0.9000000000000004,-7.03125,1.0,8.403361344537814,0.03333333333333438,0.6879032350645198,Midwest
219,2017,Illinois,Vermilion,1,5,0,5,25.92,1440.2006172839506,1426.1188271604938,1381.6358024691358,1358.8734567901233,76669.0,"14,555",19.0,76197.0,"14,028",18.4,75100.0,"15,183",20.2,74901.0,"14,553",19.4,-472.0,-0.6156334372432184,-1097.0,-1.4396892266099712,-199.0,-99.8,-1635.3333333333333,-35.321989330519855,-14.081790123456813,-0.9777658719528546,-44.48302469135797,-3.119166779385907,-22.76234567901247,-1.6474924606277312,-66.1522633744856,-4.6460968048813385,-0.6000000000000014,-3.1578947368421098,1.8000000000000007,9.782608695652172,-0.8000000000000007,-3.960396039603964,0.9333333333333325,5.304581945608741,Midwest
220,2015,Illinois,Macon,1,4,1,5,66.92,534.5038852361026,533.1141661685593,536.0131500298864,531.4255827854154,104540.0,"17,003",16.3,103489.0,"18,784",18.2,102666.0,"17,760",17.3,101930.0,"14,566",14.3,-1051.0,-1.0053568012244085,-823.0,-0.795253601832087,-736.0,-99.8,-2119.3333333333335,-35.06727706972316,-1.3897190675432967,-0.2600016774301679,2.8989838613271104,0.5437829353066803,-4.5875672444710744,-0.8558684137162089,-0.01992428770654442,-0.001508213362223898,1.8999999999999986,11.65644171779141,-0.8999999999999986,-4.945054945054935,-3.0,-17.341040462427742,0.0,0.9310399519272279,Midwest
